BM_IgA_1	BM_IgA_2	BM_IgA_3	BM_IgA_4	BM_IgG_1	BM_IgG_2	BM_IgG_3	BM_IgG_4	BM_IgM_1	BM_IgM_3	BM_IgM_4
Mir1931	3	5	3	2	0	1	0	0	2	1	2
Mir1932	0	0	0	0	0	0	0	0	0	0	0
Mir1933	0	0	0	0	0	0	0	0	0	0	0
Mir1934	0	1	0	0	0	0	0	0	0	0	0
Mir1936	0	0	0	0	0	0	0	0	0	0	0
Mir1938	2	1	0	0	0	2	5	1	0	0	2
Mir193a	0	0	1	0	0	0	0	0	0	0	0
Mir193b	0	0	0	0	0	0	0	0	0	0	0
Mir194-1	0	0	0	0	0	0	0	0	0	0	0
Mir194-2	0	0	0	0	0	0	0	0	0	0	0
Mir1941	0	0	0	0	0	0	0	0	0	0	0
Mir1942	0	0	0	0	0	0	0	0	0	0	0
Mir1943	0	0	0	0	0	0	0	0	0	0	0
Mir1945	0	0	0	0	0	0	0	0	0	0	0
Mir1946a	0	0	0	0	0	0	0	0	0	0	0
Mir1946b	0	0	0	0	0	0	0	0	1	0	0
Mir1947	0	0	0	0	0	0	0	0	0	0	0
Mir1948	0	0	0	0	0	0	0	0	0	0	0
Mir1949	0	0	0	0	0	0	0	0	0	0	0
Mir1950	0	0	0	0	0	0	0	0	0	0	0
Mir1951	1	1	0	0	0	0	0	0	0	0	0
Mir1952	0	0	0	0	0	0	0	0	0	0	0
Mir1953	0	0	0	0	0	0	0	0	0	0	0
Mir1954	0	0	0	0	0	0	0	0	0	0	0
Mir1955	0	0	0	0	0	0	0	0	0	0	0
Mir1956	0	0	0	0	0	0	0	0	0	0	0
Mir1957a	0	0	0	0	0	0	0	0	0	0	0
Mir1957b	1	0	1	0	0	0	0	0	1	2	0
Mir1958	0	0	0	0	0	0	0	0	0	0	0
Mir195a	0	0	0	0	0	0	0	0	0	0	0
Mir195b	0	0	0	0	0	0	0	0	0	0	0
Mir1960	0	0	0	0	0	0	0	0	0	0	0
Mir1961	0	0	0	1	1	0	0	0	0	1	0
Mir1962	0	0	0	0	0	0	0	0	0	0	0
Mir1963	0	0	0	0	0	1	0	0	0	0	0
Mir1964	0	0	0	0	0	0	0	0	0	0	0
Mir1966	0	0	0	0	0	0	0	1	0	1	0
Mir1967	0	0	0	0	0	0	0	0	0	0	0
Mir1968	0	0	0	0	0	0	0	0	0	0	0
Mir1969	0	0	0	0	0	0	0	0	0	0	0
Mir196a-1	0	0	0	0	0	0	0	0	0	0	0
Mir196a-2	0	0	0	0	0	0	0	0	0	0	0
Mir196b	0	0	0	0	0	0	0	0	0	0	0
Mir1970	0	0	0	0	0	0	0	0	0	3	0
Mir1971	0	0	0	0	0	0	0	0	0	0	0
Mir1981	0	0	0	0	0	0	0	1	0	1	0
Mir1982	0	0	0	0	0	0	0	0	0	0	0
Mir1983	0	0	0	0	0	0	0	0	0	0	0
Mir199a-1	0	0	0	0	0	0	0	0	0	0	0
Mir199a-2	0	0	0	0	0	0	0	0	0	0	0
Mir199b	0	0	0	0	0	0	0	0	0	0	0
Mir19a	0	0	0	0	0	0	0	0	0	0	0
Mir19b-1	0	2	0	0	0	0	0	0	0	0	0
Mir1a-1	0	0	0	0	0	0	0	0	0	0	0
Mir1a-2	0	0	0	0	0	0	0	0	0	0	0
Mir1b	0	0	0	0	0	0	0	0	0	0	0
Mir200a	0	0	1	0	0	0	0	0	0	0	0
Mir200b	0	0	0	0	0	0	0	0	0	0	0
Mir200c	0	0	0	0	0	0	0	0	0	0	0
Mir201	0	0	0	0	0	0	0	0	0	0	0
Mir202	0	0	0	0	0	0	0	0	0	0	0
Mir203	0	0	0	0	0	0	0	0	0	0	0
Mir204	0	0	0	0	0	0	0	0	0	0	0
Mir205	0	0	0	0	0	0	0	0	0	0	0
Mir205hg	0	0	0	0	0	1	0	0	0	0	0
Mir206	0	0	0	0	0	0	0	0	0	0	0
Mir207	1	0	0	0	1	2	0	1	1	1	0
Mir208a	0	0	0	0	0	0	0	0	0	0	0
Mir208b	0	0	0	0	0	0	0	0	0	0	0
Mir20a	0	0	0	0	0	0	0	0	0	0	0
Mir20b	0	0	0	0	0	0	0	0	0	0	0
Mir210	0	0	0	0	0	0	0	0	0	0	0
Mir211	0	0	0	0	0	0	0	0	0	0	0
Mir212	0	0	0	0	0	0	0	0	0	0	0
Mir2136	0	0	0	0	0	0	0	0	0	0	0
Mir2137	0	2	3	1	0	3	2	1	3	3	2
Mir2139	0	0	0	0	0	0	0	0	0	0	0
Mir214	0	0	0	0	0	0	0	0	0	0	0
Mir215	0	0	0	0	0	0	1	0	0	0	0
Mir216a	0	0	0	0	0	0	0	0	0	0	0
Mir216b	0	0	0	0	0	0	0	0	0	0	0
Mir216c	0	0	0	0	0	0	0	0	0	0	0
Mir217	0	0	0	0	0	0	0	0	0	0	0
Mir217hg	2	0	1	0	1	0	1	0	0	0	0
Mir218-1	0	0	0	0	0	0	0	0	0	0	0
Mir218-2	0	0	0	0	0	0	0	0	0	0	0
Mir219a-1	0	0	0	0	0	0	0	0	0	0	0
Mir219a-2	0	0	0	0	0	0	0	0	0	0	0
Mir219b	0	0	0	0	0	0	0	0	0	0	0
Mir219c	0	0	0	0	0	0	0	0	0	0	0
Mir21a	0	0	0	0	0	0	0	0	0	0	0
Mir21b	0	0	0	0	0	0	0	0	0	0	0
Mir21c	0	0	0	0	0	0	0	0	0	0	0
Mir22	0	0	0	0	0	0	0	0	0	0	0
Mir224	0	0	0	0	0	0	0	0	0	0	0
Mir22hg	77	144	147	105	153	139	206	82	135	180	102
Mir23a	0	0	0	0	0	0	0	0	0	0	1
Mir23b	0	0	0	0	0	0	0	0	0	0	0
Mir24-1	0	0	0	0	0	0	0	0	0	1	0
Mir24-2	1	1	1	0	0	0	0	0	1	0	0
Mir25	0	0	0	0	0	0	0	0	0	0	0
Mir26a-1	0	0	0	0	0	0	0	0	0	0	0
Mir26a-2	0	0	0	0	0	0	0	0	0	0	0
Mir26b	0	0	0	0	0	0	0	0	0	0	0
Mir27a	0	0	1	0	0	0	0	0	0	0	1
Mir27b	0	0	0	0	0	0	0	0	0	0	0
Mir2861	0	0	0	0	0	0	0	0	0	0	0
Mir28a	0	0	0	0	0	0	0	0	0	0	0
Mir28b	0	0	0	0	0	0	0	0	0	0	0
Mir28c	0	0	0	0	0	0	0	0	0	0	0
Mir290a	0	0	0	0	0	0	0	0	0	0	0
Mir290b	0	0	0	0	0	0	0	0	0	0	0
Mir291a	0	0	0	0	0	0	0	0	0	0	0
Mir291b	0	0	0	0	0	0	0	0	0	0	0
Mir292	0	0	0	0	0	0	0	0	0	0	0
Mir292b	0	0	0	0	0	0	0	0	0	0	0
Mir293	0	0	0	0	0	0	0	0	0	0	0
Mir294	0	0	0	0	0	0	0	0	0	0	0
Mir295	0	0	0	0	0	0	0	0	0	0	0
Mir296	0	0	0	0	0	0	0	0	0	0	0
Mir297-1	0	1	0	0	0	0	0	0	0	1	1
Mir297a-2	0	0	0	0	0	0	0	0	0	0	0
Mir297a-3	0	0	0	0	0	0	0	0	0	0	0
Mir297a-4	0	0	0	0	0	0	0	0	0	0	0
Mir297b	0	0	0	0	0	0	0	0	0	0	0
Mir297c	0	0	0	0	0	0	0	0	0	0	0
Mir298	0	0	1	0	0	0	0	0	0	0	0
Mir299a	0	0	0	0	0	0	0	0	0	0	0
Mir299b	0	0	0	0	0	0	0	0	0	0	0
Mir29a	0	0	0	0	0	0	0	0	0	0	0
Mir29b-1	0	0	0	0	0	0	0	0	0	0	0
Mir29b-2	10	20	7	0	0	1	11	0	0	0	0
Mir29c	0	0	0	0	0	0	0	0	0	0	0
Mir300	0	0	0	0	1	0	0	0	0	0	0
Mir301	0	0	0	0	0	0	0	0	0	0	0
Mir301b	0	0	0	0	0	0	0	0	0	0	0
Mir302a	0	0	0	0	0	0	0	0	0	0	0
Mir302b	0	0	0	0	0	0	0	0	0	0	0
Mir302c	0	0	0	0	0	0	0	0	0	0	0
Mir302d	0	0	0	0	0	0	0	0	0	0	0
Mir3057	0	0	0	0	0	0	0	0	0	0	0
Mir3058	0	0	0	0	0	1	0	0	0	0	0
Mir3059	0	0	0	0	0	0	0	0	0	0	0
Mir3060	0	0	0	0	0	0	0	0	0	0	0
Mir3061	0	0	0	0	0	0	0	0	0	0	0
Mir3062	0	0	1	0	0	0	0	0	0	0	0
Mir3063	0	0	0	0	0	0	0	0	0	0	0
Mir3064	0	0	0	0	0	0	0	0	0	0	0
Mir3065	0	0	0	0	0	0	0	0	0	0	0
Mir3066	0	0	0	0	0	1	0	0	0	0	0
Mir3067	0	0	0	0	0	0	0	0	0	0	0
Mir3068	0	0	0	0	0	0	0	0	0	0	0
Mir3069	0	0	0	0	0	0	0	0	0	0	0
Mir3070a	0	0	0	0	0	0	0	0	0	0	0
Mir3070b	0	0	0	0	0	0	0	0	0	0	0
Mir3071	0	0	0	0	0	0	0	1	0	0	0
Mir3072	0	0	0	0	0	0	0	0	0	0	0
Mir3073a	0	0	0	0	0	0	0	0	0	0	0
Mir3073b	0	0	0	0	0	0	0	0	0	0	0
Mir3074-1	0	0	0	0	0	0	0	0	0	0	0
Mir3074-2	0	0	0	0	0	0	0	0	0	0	0
Mir3075	0	0	0	0	0	0	0	0	0	0	0
Mir3076	0	0	0	0	0	0	0	0	0	0	0
Mir3077	0	0	0	0	0	0	0	0	0	0	0
Mir3078	0	0	0	0	0	0	0	0	0	0	0
Mir3079	0	0	0	0	0	0	0	0	0	0	0
Mir3080	0	0	0	0	0	0	0	0	0	0	0
Mir3081	0	0	0	0	0	0	0	0	0	0	0
Mir3082	0	0	0	0	0	0	0	0	0	0	0
Mir3083	0	0	0	0	0	0	0	0	0	0	0
Mir3084-1	0	0	0	0	0	0	0	0	0	0	0
Mir3084-2	0	0	0	0	0	0	0	0	0	0	0
Mir3085	0	0	0	0	0	0	0	0	0	0	0
Mir3086	0	0	0	0	0	0	0	0	0	0	0
Mir3087	0	0	0	0	0	0	0	0	0	0	0
Mir3088	0	0	0	0	0	0	0	0	1	0	0
Mir3089	0	0	0	0	0	0	0	0	0	0	0
Mir3090	0	0	0	0	0	0	0	0	0	0	0
Mir3091	0	0	0	0	0	0	0	0	0	0	0
Mir3092	0	0	0	0	0	0	0	2	0	0	0
Mir3093	0	0	0	0	0	0	0	0	0	0	0
Mir3094	0	0	0	0	0	0	0	0	0	0	0
Mir3095	0	0	0	0	0	0	0	0	0	0	0
Mir3097	0	0	0	0	0	0	0	0	0	0	0
Mir3098	0	0	0	0	0	0	0	0	0	0	0
Mir3099	0	0	0	0	0	0	0	0	0	0	0
Mir30a	0	0	0	0	0	0	0	0	0	0	0
Mir30b	0	0	0	0	0	0	0	0	0	0	0
Mir30c-1	0	0	0	0	0	0	0	0	0	0	0
Mir30c-2	0	0	0	0	0	0	0	0	0	0	0
Mir30d	0	0	0	0	0	0	0	0	0	0	0
Mir30e	0	0	0	0	0	0	0	0	0	0	0
Mir30f	0	0	0	0	0	0	0	0	0	0	0
Mir31	0	0	0	0	0	0	0	0	0	0	0
Mir3100	0	0	0	0	0	0	0	0	0	0	0
Mir3101	0	0	0	4	0	0	0	1	0	5	0
Mir3102	0	0	0	0	0	0	0	0	0	0	0
Mir3103	0	0	0	0	0	0	0	0	0	0	0
Mir3104	0	0	0	0	0	0	0	0	0	0	0
Mir3105	0	0	0	0	0	0	0	0	0	0	0
Mir3106	0	0	0	0	0	0	0	0	0	0	0
Mir3107	0	0	0	0	0	0	0	0	0	0	0
Mir3108	0	0	0	0	0	0	0	0	0	0	0
Mir3109	0	0	0	0	1	0	0	0	0	0	0
Mir3110	0	0	0	0	0	0	0	0	0	0	0
Mir3112	0	0	0	0	0	0	0	0	0	0	0
Mir3113	0	0	0	0	0	0	0	1	0	0	0
Mir3154	0	0	0	0	0	0	0	0	0	0	0
Mir32	0	0	0	0	0	0	0	0	0	0	0
Mir320	0	0	0	0	0	0	1	0	0	0	0
Mir323	0	0	0	0	0	0	0	0	0	0	0
Mir324	0	0	0	0	0	0	0	0	0	0	0
Mir325	0	0	0	0	0	0	0	0	0	0	0
Mir326	0	0	0	0	0	0	0	0	1	0	0
Mir327	0	0	0	0	0	0	0	0	0	0	0
Mir328	0	0	0	0	0	0	0	0	0	0	0
Mir329	0	0	0	0	0	0	0	0	0	0	0
Mir33	0	0	0	0	0	0	0	0	0	0	0
Mir330	0	0	0	0	0	0	0	0	0	0	0
Mir331	0	0	0	0	0	0	0	0	0	0	0
Mir335	0	0	0	0	0	0	0	0	1	0	0
Mir337	0	0	0	0	0	0	0	0	0	0	0
Mir338	0	0	0	0	0	0	0	0	0	0	0
Mir339	0	1	0	0	0	0	0	0	0	0	0
Mir340	0	0	0	0	0	0	0	0	0	0	0
Mir341	0	0	0	0	0	0	0	0	0	0	0
Mir342	0	0	0	0	0	0	0	0	0	0	0
Mir343	0	1	0	0	0	0	0	0	0	0	0
Mir344	0	0	0	0	0	0	0	0	0	0	0
Mir344-2	2	0	0	0	0	0	0	0	0	0	0
Mir344b	0	0	0	0	0	0	0	0	0	0	0
Mir344c	0	0	0	0	0	0	0	0	0	0	0
Mir344d-1	0	1	0	0	0	0	0	0	0	0	0
Mir344d-2	0	0	0	0	0	0	0	0	0	0	0
Mir344d-3	0	0	0	0	0	0	0	0	0	0	0
Mir344e	1	0	0	0	0	0	0	0	0	0	0
Mir344f	0	0	0	0	0	0	0	0	0	0	0
Mir344g	0	0	0	0	0	0	1	0	0	0	0
Mir344h-1	0	0	0	0	0	0	0	0	0	0	0
Mir344h-2	0	0	0	0	0	0	0	0	0	0	0
Mir344i	0	0	0	0	0	0	0	0	0	0	0
Mir345	0	0	0	0	0	0	1	0	0	0	0
Mir346	0	0	0	0	0	0	0	0	0	0	0
Mir3470a	0	0	0	0	0	0	0	0	0	0	0
Mir3470b	0	3	0	0	0	0	0	1	0	0	1
Mir3471-1	0	0	0	0	0	0	0	0	0	0	0
Mir3471-2	0	0	0	0	0	0	0	0	0	0	0
Mir3472	0	0	0	0	0	0	0	0	0	0	0
Mir3473a	0	0	0	0	0	0	0	0	0	0	0
Mir3473b	0	0	0	0	0	0	0	0	0	0	0
Mir3473c	0	0	0	0	0	0	0	0	0	0	0
Mir3473d	0	0	0	0	0	0	0	0	0	0	0
Mir3473e	0	0	0	0	0	0	0	0	0	0	0
Mir3473f	0	0	0	2	0	0	0	0	0	0	0
Mir3473g	0	0	0	0	0	0	0	0	0	0	0
Mir3473h	0	0	0	0	0	0	0	0	0	0	0
Mir3474	0	0	0	0	0	0	0	0	0	0	0
Mir3475	0	0	0	0	0	0	0	0	0	0	0
Mir34a	0	0	0	0	0	0	0	0	0	0	0
Mir34b	0	0	0	0	0	0	0	0	0	0	0
Mir34c	0	0	0	0	0	0	0	0	0	0	0
Mir350	0	0	0	0	0	0	0	0	0	0	0
Mir351	0	0	0	0	0	0	0	0	0	0	0
Mir3535	0	0	0	0	0	0	1	0	0	0	0
Mir3544	0	0	0	0	0	0	0	0	0	0	0
Mir3547	0	0	0	0	0	0	0	0	0	0	0
Mir3552	0	0	0	0	0	0	0	0	0	0	0
Mir3569	0	0	0	0	0	0	0	0	0	0	0
Mir3572	0	0	0	0	0	0	0	0	0	0	0
Mir3618	0	0	0	0	0	0	0	0	0	0	0
Mir362	0	0	0	0	0	0	0	0	0	0	0
Mir3620	0	0	0	0	0	0	0	0	0	0	0
Mir365-1	0	0	0	0	0	0	0	0	0	0	0
Mir365-2	0	0	0	0	0	0	1	1	1	0	0
Mir367	0	0	0	0	0	0	0	0	0	0	0
Mir369	0	0	0	0	0	0	0	0	0	0	0
Mir370	0	0	0	0	0	0	0	0	0	0	0
Mir375	0	0	0	0	0	0	0	0	0	0	0
Mir376a	0	0	0	0	0	0	0	0	0	0	0
Mir376b	0	0	0	0	0	0	0	0	0	0	0
Mir376c	0	0	0	0	0	0	0	0	0	0	0
Mir377	0	0	0	0	0	0	0	0	0	0	0
Mir378a	0	0	0	0	0	0	0	0	0	0	0
Mir378b	0	0	0	0	0	0	0	0	0	0	0
Mir378c	0	1	0	0	0	0	0	0	0	0	0
Mir378d	0	0	0	0	0	0	0	0	0	0	0
Mir379	0	0	0	0	0	0	0	0	0	0	0
Mir380	0	0	0	0	0	0	0	0	0	0	0
Mir381	0	0	0	0	0	0	0	0	0	0	0
Mir382	0	0	0	0	0	0	0	0	0	0	0
Mir383	0	0	0	0	0	0	0	0	0	0	0
Mir384	0	0	0	0	0	0	0	0	0	0	0
Mir3960	0	0	0	0	0	0	0	0	0	0	0
Mir3961	0	0	0	0	0	0	0	0	0	0	0
Mir3962	0	0	0	0	0	0	0	0	0	0	0
Mir3963	0	0	0	0	0	0	0	0	0	0	0
Mir3964	0	0	0	0	0	0	0	0	0	0	0
Mir3965	0	0	0	0	0	0	0	0	0	0	0
Mir3966	0	0	0	0	0	0	0	0	0	0	0
Mir3967	0	0	0	0	0	0	0	0	0	0	0
Mir3968	0	0	1	0	0	0	0	1	1	0	0
Mir3969	0	0	0	0	0	0	0	0	0	0	0
Mir3970	0	0	0	0	0	0	0	1	0	0	0
Mir3971	0	0	0	0	0	0	0	0	0	0	0
Mir409	0	0	0	0	0	0	0	0	0	0	0
Mir410	0	0	0	0	0	0	0	0	0	0	0
Mir411	0	0	0	0	0	0	0	0	0	0	0
Mir412	0	0	0	0	0	0	0	0	0	0	0
Mir421	0	0	0	0	0	0	0	0	0	0	0
Mir423	0	0	0	0	0	0	0	0	0	0	0
Mir425	0	0	0	0	0	0	0	0	0	0	0
Mir429	0	0	0	0	0	0	0	0	0	0	0
Mir431	0	0	0	0	0	0	0	0	0	0	0
Mir432	0	0	0	0	0	1	0	0	0	0	0
Mir433	0	0	0	0	0	0	0	0	0	0	0
Mir434	0	0	0	0	0	0	0	0	0	0	0
Mir449a	0	0	0	0	0	0	0	0	0	0	0
Mir449b	0	0	0	1	0	0	0	0	0	0	0
Mir449c	0	0	0	0	0	0	0	0	0	0	0
Mir451a	0	0	0	1	0	0	0	0	0	0	0
Mir451b	0	0	0	0	0	0	0	0	0	0	1
Mir452	0	0	0	0	0	0	1	0	0	0	0
Mir453	0	0	0	0	0	0	0	0	0	0	0
Mir455	0	0	0	0	0	0	0	0	0	1	0
Mir463	0	0	0	0	1	0	0	0	0	0	0
Mir465	0	0	0	0	0	0	0	0	0	0	0
Mir465b-1	0	0	0	0	0	0	0	0	0	0	0
Mir465b-2	0	0	0	0	0	0	0	0	0	0	0
Mir465c-1	0	0	0	0	0	0	0	0	0	0	0
Mir465c-2	0	0	0	0	0	0	0	0	0	0	0
Mir465d	0	0	0	0	0	0	0	0	0	0	0
Mir466	0	0	0	0	0	0	0	0	0	0	0
Mir466b-1	0	0	0	0	0	0	0	0	0	0	0
Mir466b-2	0	0	0	0	0	0	0	0	0	0	0
Mir466b-3	0	0	0	0	0	0	0	0	0	0	0
Mir466b-4	0	0	0	0	0	0	0	0	0	0	0
Mir466b-5	0	0	0	0	0	0	0	0	0	0	0
Mir466b-6	0	0	0	0	0	0	0	0	0	0	0
Mir466b-7	0	0	0	0	0	0	0	0	0	0	0
Mir466b-8	0	0	0	0	0	0	0	0	0	0	0
Mir466c-1	0	0	0	0	0	0	0	0	0	0	0
Mir466c-2	0	0	0	0	0	0	0	0	0	0	0
Mir466c-3	0	0	0	0	0	0	0	0	0	0	0
Mir466d	0	0	0	0	0	0	0	0	0	0	0
Mir466e	0	0	0	0	0	0	0	0	0	0	0
Mir466f-1	0	0	0	0	0	0	0	0	0	0	0
Mir466f-2	0	0	0	0	0	0	0	0	0	0	0
Mir466f-3	0	0	0	0	0	0	0	0	0	0	0
Mir466f-4	0	0	0	0	0	0	0	0	0	0	0
Mir466g	0	0	0	0	0	0	0	0	0	0	0
Mir466h	0	0	0	0	0	0	0	0	0	0	0
Mir466i	0	0	0	0	0	3	0	1	0	1	0
Mir466j	0	0	0	0	0	0	0	0	0	0	0
Mir466k	0	0	0	0	0	0	0	0	0	0	0
Mir466l	0	0	0	0	0	0	0	0	0	0	0
Mir466m	0	0	0	0	0	0	0	0	0	0	0
Mir466n	0	0	0	0	0	0	0	0	0	0	0
Mir466o	0	0	0	0	0	0	0	0	0	0	0
Mir466p	0	0	0	0	0	0	0	0	0	0	0
Mir466q	0	0	0	0	0	0	0	0	0	0	0
Mir467a-1	0	0	0	0	0	0	0	0	0	0	0
Mir467a-10	0	0	0	0	0	0	0	0	0	0	0
Mir467a-2	0	0	0	0	0	0	0	0	0	0	0
Mir467a-3	0	0	0	0	0	0	0	0	0	0	0
Mir467a-4	0	0	0	0	0	0	0	0	0	0	0
Mir467a-5	0	0	0	0	0	0	0	0	0	0	0
Mir467a-6	0	0	0	0	0	0	0	0	0	0	0
Mir467a-7	0	0	0	0	0	0	0	0	0	0	0
Mir467a-8	0	0	0	0	0	0	0	0	0	0	0
Mir467a-9	0	0	0	0	0	0	0	0	0	0	0
Mir467b	0	0	0	0	0	0	0	0	0	0	0
Mir467c	0	0	0	0	0	0	0	0	0	0	0
Mir467d	0	0	0	0	0	0	0	0	0	0	0
Mir467e	0	0	0	0	0	0	0	0	0	0	0
Mir467f	0	0	0	0	0	0	0	0	0	0	0
Mir467g	0	0	0	0	0	0	0	0	0	0	0
Mir467h	0	0	0	0	0	0	0	0	0	0	0
Mir468	0	0	0	0	0	0	0	0	0	0	0
Mir470	0	0	0	0	0	0	0	0	0	0	0
Mir471	0	0	0	0	0	0	0	0	0	0	0
Mir483	0	0	0	0	0	0	0	0	0	0	0
Mir484	0	0	0	0	1	0	0	0	0	0	0
Mir485	0	0	0	0	0	0	0	0	0	0	0
Mir486	0	0	0	0	0	0	0	0	0	0	0
Mir487b	1	0	0	0	0	0	0	0	0	0	0
Mir488	0	0	0	0	0	0	0	0	0	0	0
Mir489	0	0	0	0	0	0	0	0	0	0	0
Mir490	0	0	0	0	0	0	0	0	0	0	0
Mir491	0	0	0	0	0	1	0	0	0	0	0
Mir493	0	0	0	0	0	0	0	0	0	0	0
Mir494	0	0	0	0	0	0	0	0	0	0	0
Mir495	1	0	0	0	0	0	0	0	0	0	0
Mir496a	0	0	0	0	0	0	0	0	0	0	0
Mir496b	0	0	0	0	0	0	0	0	0	0	0
Mir497	0	0	0	0	0	0	1	0	0	0	0
Mir497b	0	0	0	0	0	0	0	0	0	0	0
Mir499	0	0	0	0	0	0	0	0	0	0	0
Mir503	0	0	0	0	0	0	0	0	0	0	0
Mir5046	0	0	0	0	0	0	0	0	0	0	0
Mir5098	0	0	0	0	0	0	0	0	0	0	0
Mir5099	12	10	16	6	1	6	19	9	4	18	6
Mir5100	0	0	0	0	0	0	0	0	0	0	0
Mir5101	0	0	0	0	0	0	0	0	0	0	0
Mir5103	0	0	0	0	0	0	0	0	0	0	0
Mir5104	0	1	1	0	1	2	0	1	5	1	2
Mir5106	0	0	0	0	0	0	0	0	0	0	0
Mir5107	1	1	1	1	0	1	2	2	1	0	2
Mir5108	0	0	0	0	0	0	0	0	0	0	0
Mir511	0	0	0	0	0	1	0	0	0	0	1
Mir5110	0	0	0	0	0	0	0	0	0	0	0
Mir5112	0	0	0	0	0	0	0	0	0	0	0
Mir5113	0	0	0	0	0	2	0	0	0	0	0
Mir5114	0	0	0	0	0	0	0	0	0	0	0
Mir5116	0	0	0	0	0	0	0	0	0	0	0
Mir5118	0	0	0	0	0	0	0	0	0	0	0
Mir5119	0	0	0	0	0	0	0	0	0	0	0
Mir5120	0	0	0	0	0	0	0	0	0	0	0
Mir5121	0	0	0	0	0	0	0	0	0	0	0
Mir5122	0	0	0	0	0	0	0	1	0	0	0
Mir5123	0	0	0	0	0	0	0	0	1	0	0
Mir5124a	0	0	0	0	0	0	0	0	0	0	0
Mir5124b	0	0	0	0	0	0	0	0	0	0	0
Mir5125	0	0	0	0	0	0	0	0	0	0	0
Mir5126	0	0	0	0	0	0	0	1	0	0	0
Mir5127	0	0	0	0	0	0	0	0	0	0	0
Mir5128	0	2	0	0	0	0	0	0	1	0	0
Mir5129	0	0	0	0	0	0	0	0	0	0	0
Mir5130	0	1	0	0	0	0	0	0	0	0	0
Mir5131	0	0	0	0	0	1	2	0	0	0	0
Mir5132	0	0	0	0	0	0	0	0	0	0	0
Mir5133	1	0	0	0	0	0	0	0	0	0	1
Mir5134	0	0	0	0	0	0	0	0	0	0	0
Mir5135	0	0	0	0	0	0	0	0	0	0	0
Mir5136	0	0	1	0	0	1	3	1	3	0	1
Mir539	0	0	0	0	0	0	0	0	0	0	0
Mir540	0	0	0	0	0	0	0	0	0	0	0
Mir541	0	0	0	0	0	0	0	0	0	0	0
Mir543	0	0	0	0	0	0	0	0	0	0	0
Mir544	0	0	0	0	0	0	0	0	0	0	0
Mir546	0	0	0	0	0	0	0	0	0	0	0
Mir547	0	0	0	0	0	0	0	0	0	0	0
Mir551b	0	0	0	0	0	0	0	0	0	0	0
Mir5615-1	0	0	0	0	0	0	0	0	0	0	0
Mir5615-2	0	0	0	0	0	0	0	0	0	0	0
Mir5616	0	0	0	0	0	0	0	0	0	0	0
Mir5617	0	0	0	0	0	0	0	0	0	0	0
Mir5618	0	0	0	0	0	0	0	0	0	0	0
Mir5619	0	0	0	0	0	0	0	0	0	0	0
Mir5620	0	0	0	0	0	0	0	0	0	0	0
Mir5621	0	0	0	0	0	0	0	0	0	0	0
Mir5622	0	0	0	0	0	0	0	0	0	0	0
Mir5623	0	0	0	0	0	0	0	0	0	0	0
Mir5624	0	0	0	0	0	0	0	0	0	0	0
Mir5625	0	0	0	0	0	0	2	0	0	0	2
Mir5626	0	0	0	0	0	0	0	0	0	0	0
Mir5627	0	0	0	0	0	0	0	0	0	0	0
Mir568	0	0	0	0	0	0	0	0	1	0	0
Mir5709	0	0	0	0	0	0	0	0	0	0	0
Mir5710	0	0	0	0	0	0	0	0	0	0	0
Mir574	0	0	1	0	0	0	0	0	0	0	0
Mir582	0	0	0	0	0	0	0	0	0	0	0
Mir592	0	0	0	0	0	0	0	0	0	0	0
Mir598	0	0	0	0	0	0	0	0	0	0	0
Mir599	0	0	0	0	0	0	0	0	0	0	0
Mir615	1	4	1	0	0	0	0	1	1	1	0
Mir6236	869	839	1301	387	224	656	719	626	480	779	870
Mir6237	0	0	0	0	0	0	0	0	0	0	0
Mir6238	0	0	0	0	0	0	0	0	0	0	0
Mir6239	0	0	0	1	0	0	0	0	0	0	0
Mir6240	23	20	26	9	11	16	16	21	19	20	28
Mir6241	0	0	0	0	0	0	0	0	0	0	0
Mir6244	0	0	0	0	0	0	0	0	0	0	0
Mir6335	0	0	0	0	0	0	0	0	0	0	0
Mir6336	0	0	0	0	0	0	0	0	0	0	0
Mir6337	0	1	0	0	0	0	0	0	0	0	0
Mir6338	0	0	0	0	0	0	0	0	0	0	0
Mir6339	0	0	0	0	0	0	0	0	0	0	0
Mir6340	0	0	3	0	0	0	0	0	0	0	11
Mir6341	0	0	0	0	0	0	0	0	0	0	0
Mir6342	0	0	0	0	0	0	0	0	0	0	0
Mir6343	0	0	0	0	0	0	0	0	0	0	0
Mir6344	0	0	0	0	0	0	0	0	0	0	0
Mir6345	0	1	0	0	0	0	0	1	0	0	0
Mir6346	0	0	0	0	0	0	0	0	0	0	0
Mir6347	0	0	0	0	0	0	0	0	0	0	0
Mir6348	0	0	0	0	0	0	0	0	0	0	0
Mir6349	0	0	0	0	0	0	0	0	0	0	0
Mir6350	0	0	0	0	0	0	0	0	0	0	0
Mir6351	0	0	0	0	0	0	0	0	0	0	0
Mir6352	0	0	0	0	0	0	0	0	0	0	0
Mir6353	0	0	2	0	0	0	0	0	0	0	0
Mir6354	0	0	0	0	0	0	0	0	0	0	0
Mir6355	0	0	0	0	0	0	0	0	0	0	0
Mir6356	0	0	0	0	0	0	0	0	0	0	0
