mouse_gene_symbol	mouse_chromosome
Gm47777	9
Gm47500	9
Cdk6	5
Sspo	6
Gm47778	9
Timm29-ps1	9
Aldoa-ps3	9
Tmed2b	9
Dnase1l1	X
Aldoa-ps4	9
Gm47784	9
Gm39377	9
Gm47785	9
Gm35262	9
Gm25439	9
Gm38144	15
Herc4	10
Gm8888	15
Rpl10a-ps3	15
Cyp2c68	19
Dcaf13	15
Gm17590	5
Gm42435	5
Rad9b	5
Pcbp4	9
Cyp2c40	19
2210009P08Rik	16
Dcdc2b	4
Samsn1	16
Snord69	14
Gm24916	14
Snord19	14
Gm9522	15
4930404H11Rik	12
Dmtn	14
Slc38a4	15
Gm20701	12
Gm20702	12
Gm20036	12
Iqcc	4
9630002D21Rik	12
Gm47555	12
Gm47556	12
Crppa	12
Fam133b	5
Mad2l2	4
Gm15555	16
Stk19-ps1	17
4930578N18Rik	16
Skiv2l-ps1	17
Plac1	X
Tnxa	17
Gm22268	16
Gm26915	16
Cyp21a1	17
Ap2m1	16
Macrod1	19
Mir7091	X
Gm14846	X
Kir3dl2	X
Gm32885	15
Gm43017	5
	5
C3	17
Cyp2c69	19
Amigo2	15
Pisd	5
Pced1b	15
Gm14991	X
Gm4383	15
Prickle3	X
Gm49506	15
Rpap3	15
Cyp2c71-ps	19
Flrt1	19
Cyp2c37	19
Ccdc28b	4
Gm20755	3
Gm7799	3
Gm42751	3
Gm22899	3
Gm43821	3
Rpl21-ps10	3
Endou	15
5430434I15Rik	3
Cyp2c54	19
Gm42672	3
Gm2965	3
Gm24398	11
Gm25574	3
Gm11613	11
Gm42920	3
Gm7252	12
3830422I06Rik	3
	11
Mir5099	12
Gm40394	12
Ctsk	3
Olfr224	11
Gm48613	12
Gm18026	12
Plp2	X
Gm48616	12
Gm48617	12
Olfr326-ps1	11
Gm29007	12
Olfr325	11
Atxn3	12
Otub1	19
Gm36823	3
Olfr324	11
Txlna	4
Magix	X
Sh3d19	3
Lypd8l	11
Gm19337	10
Fam3b	16
Gm47615	10
Gm26789	10
Rims2	15
Gnptab	10
1700109H08Rik	5
Olfr323	11
Cox8a	19
Gm6079	X
Gm27165	9
Gm10635	9
Kir3dl1	X
Mllt6	11
Gm8125	9
Gm27164	9
Cyp2c50	19
7630403G23Rik	9
Gm27161	9
Gm9242	16
Gpr62	9
Gm20671	5
Gm15760	16
Gm43695	5
Gm47858	9
Fgf17	14
Nrip1	16
Rbm48	5
Mir6978	17
Gpr108	17
Dixdc1	9
Npm2	14
Gm15006	X
Gm49587	16
Fbxo6	4
Gm9843	16
Vps29	5
Gm15003	X
Gm45030	16
Meox2	12
Gm15005	X
Gm15004	X
Gm30726	16
Gpkow	X
Gm45029	16
Naa40	19
Gm30790	16
Ndufb1	12
Tmem260	14
1700041M19Rik	16
Trim58	11
1700063K16Rik	16
Cpsf2	12
Gm7501	16
Mx2	16
Mir6927	11
Nup85	11
Gm16339	12
Agmo	12
Gm22113	19
Fam122b	X
2510017J16Rik	5
Cyp2c70	19
Prr14l	5
C4a	17
Gm16235	10
Tmprss2	16
Lag3	6
Gm43692	5
Gm2623	5
Zup1	10
Fam216a	5
Gm7815	3
Prss48	3
Ptms	6
Gm5827	19
Gm16470	19
Gm25188	3
Ctss	3
Pdlim1	19
Gpn3	5
A230083G16Rik	6
Cisd3	11
Zfp862-ps	6
Gm34408	12
Gm48660	12
Usp25	16
Daam1	12
Gm5693	19
Gm10243	6
Gm7887	6
Rcor2	19
Ankrd50	3
1700026J14Rik	6
Rpa1	11
Mir7022	4
Kpna6	4
Slc25a13	6
Tceal3	X
Dcstamp	15
Hmgb1-ps5	3
Gm7824	3
Gm42830	5
Gm43538	3
C230034O21Rik	3
Rps3a1	3
Pex1	5
Gm15010	X
Ripk4	16
Tceal1	X
Dpys	15
Snord73a	3
Gm49519	14
Snord73b	3
Gm37933	3
Fam122c	X
Gm37493	3
Gm49096	14
Gm23025	3
4930572G02Rik	14
Fat4	3
Abcf3	16
Sorbs1	19
Gm49120	14
Gm35766	14
Gm49151	14
Otx2	14
Tmem39b	4
Gm14585	X
Mospd1	X
Gm48018	10
Gm16291	15
Lrp12	15
Gm7940	10
Gm43539	3
Gm48034	10
Gm43308	3
Gm43008	3
A830082N09Rik	10
Olfr322	11
Gm9845	3
n-R5s195	3
Gm42781	3
Gm23796	3
Stk19	17
Gm23831	3
Gm42786	3
Mir7016	4
Gm42785	3
1700017G19Rik	3
Sirt1	10
Khdrbs1	4
Gm16564	1
Utp14b	1
Gm22599	11
Olfr320	11
Gm6296	13
Atp6v0e2	6
AU022793	15
Gm12570	11
Auh	13
Zranb2	3
Gm49253	15
Olfr319	11
Gm49254	15
Gm49255	15
Gm33251	15
2310030G06Rik	9
9330182O14Rik	15
Gm6159	1
Olfr318	11
Gm29536	1
Gm14584	X
Gm33301	15
Etd	X
Lrrc61	6
Kcne4	1
Gm12967	4
Smyd4	11
Gm41311	15
Gm16294	15
Ptp4a2	4
Hspb2	9
Gm7382	15
Gm29187	1
Morf4l2	X
Zfpm2	15
Gm5830	1
Dxo	17
Gm6195	1
Cryab	9
Gm53041	6
Scg2	1
Gm43825	5
4833413G10Rik	5
Capg	6
Arpc3	5
Gm19027	1
Gm49525	15
Gm24160	1
Gm49526	15
Gm49524	15
Smyd3	1
4930555K19Rik	15
Gm49529	15
Otx2os1	14
Gm10571	4
Gm23845	4
Gm12966	4
Rapgef3	15
E330017L17Rik	4
Gm7985	12
Gm7986	12
Gpr135	12
Parp3	9
Olfr317	11
L3hypdh	12
Spocd1	4
Gm49154	14
Gm48909	14
Gm49744	16
Gm49745	16
Gm25380	14
Gm49153	14
Gm49746	16
Gm49156	14
Olfr316	11
Gm20164	16
Gm22699	14
Gm49152	14
Mir99ahg	16
Gm46453	14
1700003M07Rik	4
Gm49155	14
Olfr315	11
Slc24a4	12
Gm534	14
4933429O19Rik	14
Trip10	17
Gm16145	10
Xpo1	11
F7	8
Rwdd1	10
Fbxo44	4
Gm23470	14
Exoc5	14
Ap1s3	1
Gm45458	8
Gm16351	8
Gm5561	1
Gm37886	1
Hnrnpa1l2-ps	13
Gm48045	10
Gm23604	8
Tfb2m	1
Trappc3l	10
Nfil3	13
Gm42829	5
Gm33424	13
Nfat5	8
Gatad1	5
Gm48336	13
Cenpk	13
BC065397	X
Dnajc12	10
Gm31258	16
Gm37466	16
Gm15480	1
Gm49204	14
Gm21816	16
Glra4	X
Cnst	1
Xpo7	14
9430092D12Rik	16
Gm38071	16
9430053O09Rik	16
Gm37063	16
Gm37241	16
Gm36963	16
Atp8a1	5
Mlf2	6
Gm37606	16
Prdm15	16
Gm7530	10
Calhm4	10
Gm15009	X
Gm14599	X
Gm14589	X
Atf1-ps	X
Gm14591	X
Gm25203	12
Gm15482	X
Gm7075	10
Jkamp	12
Gm14601	X
Gm14644	X
Calhm5	10
Gm22550	X
Gm16428	X
1110032A03Rik	9
Gm7916	X
Gm14598	X
Gm6591	X
Calhm6	10
Gm14596	X
Gm14594	X
Col3a1	1
Plp1	X
Ror2	13
Dse	10
Mir186	3
Ptger3	3
Fbxo2	4
Olfr314	11
Gm33466	3
Ccdc175	12
Pcgf2	11
Gm32536	6
Intu	3
Rarres2	6
Rrp9	9
Gm47445	10
Gm18346	10
Gm18243	12
Gm26564	10
Pcsk1	13
Rin3	12
Gm47485	10
Gm16405	X
Tspyl1	10
Gm46575	17
Ssbp3	4
Ctnna3	10
Rab9b	X
Skiv2l	17
Gm11146	16
Mir99a	16
Mirlet7c-1	16
Gm37311	16
Gm5550	3
Gm49592	16
Mir125b-2	16
Gm6520	3
C130023A14Rik	16
Gm16114	3
9530003O04Rik	16
Gm15026	X
Slc25a31	3
Gm37694	16
Gm15025	X
Gm17333	16
H2bw2	X
Gm49589	16
Gm5675	16
Dlx6	6
Gm16430	X
Gm25916	16
E330011O21Rik	16
Fdxacb1	9
Gm6275	X
Hormad1	3
Gm14595	X
Psmb3	11
Gm14590	X
Gm5111	6
Gm16431	X
Gm7950	X
Sorbs2os	8
Tmsb15l	X
Gm45021	6
Gm45457	8
Gm25309	8
Iqcf1	9
Nqo1	8
C2cd2	16
Casc1	6
Gm7958	X
Gm19095	13
Gm48234	13
Dgkb	12
Gm7974	X
Gm48235	13
Gm8278	13
Gm3926	13
Gm10118	10
Gm4149	13
Taz	X
Mir682	13
Gm23012	13
Lrrtm3	10
Fam183b	11
Sptlc1	13
Pdlim3	8
Iqcf5	9
Alg9	9
Chpt1	10
Gga3	11
Gm49591	16
Mir6964	16
Gm45512	8
Zbtb21	16
Ccdc110	8
1700037F03Rik	13
Cth	3
Gm2762	13
Nob1	8
C030010L15Rik	16
Iqcf3	9
Gm49244	14
Vwa5b2	16
Dok2	14
Gm43262	13
Mir6971	17
Mir6970	17
Msx2	13
Gm34022	13
Tsc2	17
Gm43314	3
Gm5449	13
1810013D15Rik	3
9530014B07Rik	13
2410012E07Rik	14
4930555G21Rik	13
Gm34278	13
Ap5m1	14
Ankrd13c	3
Iqcf4	9
Gm48548	13
Gm15878	8
Gm18974	13
E130119H09Rik	13
1700029J07Rik	8
Gm34557	13
Gm48550	13
Ell2	13
Col12a1	9
Gm15543	6
Nup210	6
Gm48713	12
Gm48715	12
F10	8
Gm35755	12
Gm18338	12
4930428E07Rik	12
Gm42735	5
Gm15478	5
Gm25364	11
Gm48813	12
Tmbim7	5
Olfr313	11
Gm4257	12
Rtn1	12
Olfr312	11
Rapgef3os1	15
Rapgef3os2	15
Rpl19-ps3	14
Slc48a1	15
Pip4k2b	11
Mcmdc2	1
Naa30	14
Gm48302	13
Gm23127	13
Gm8288	13
Drd1	13
Gm11614	11
Oxr1	15
Mir8102	11
Olfr311	11
Gm28881	10
Glrx	13
Gm7540	10
Gm4796	10
Gm48935	14
Mrps7	11
Gm19116	10
Gm30853	10
Gfra2	14
Gm42737	5
1700023F02Rik	10
Sfxn1	13
D630030B08Rik	5
Gm42466	5
Anapc7	5
Golph3l	3
Gm12258	11
4930407I19Rik	10
Gm22829	10
Gm22594	10
Gm12259	11
Gm28139	10
Lgmn	12
Gm47894	10
2810021J22Rik	11
Sycp3	10
Gm18473	13
Proz	8
Hrh2	13
Cxadr	16
Cwc25	11
Gm16578	13
Gm48615	13
Adamts6	13
Gm17023	8
Gm49289	14
Gm4251	14
Ufsp2	8
Snhg6	1
Gm37455	14
4930429C20Rik	14
Gm9192	14
Gm31181	10
Slxl1	X
Gm30198	12
Gm15477	5
4930434J06Rik	14
Gm18777	10
Golga5	12
Gm47895	10
Atp5l2-ps	11
Gm49748	16
Gm15846	5
Gm47896	10
Zfp39	11
Gm6660	X
Mir1224	16
Gm42736	5
Gm47897	10
Gm23735	14
Gm49290	14
Gm21905	5
Gm14625	X
4930425K10Rik	5
B230307C23Rik	16
Gm47900	10
Gm9195	14
Gm16404	X
Gm47903	10
Gm14622	X
Gm6664	X
1110002J07Rik	10
Gm14626	X
Gm7927	X
Gm14623	X
Gm26576	10
Serpinf1	11
ccdc198	14
Wdfy3	5
Gm14624	X
A630089N07Rik	16
Gm31763	10
Tmsb15b2	X
Snord87	1
Gm42671	3
Rps10-ps1	3
Tcf24	1
Dlx5	6
Gm42611	3
Reep3	10
Btg3	16
Ensa	3
E330040D14Rik	1
Gm14638	X
Tmsb15b1	X
Sccpdh	1
3830403N18Rik	X
Gm49590	16
Gm25038	16
Gm49603	16
Chga	12
Gm49604	16
E330034L11Rik	3
Gm44278	6
Mcl1	3
D16Ertd472e	16
A930028N01Rik	19
Mlnr-ps	14
Gm14639	X
Repin1	6
Gm48936	14
Gm773	X
Gm12786	4
Slc35f4	14
Disp3	4
Ankrd37	8
Mark2	19
Adamtsl4	3
Itpk1	12
Nt5dc1	10
Gm44965	6
Gm48623	13
Gm14627	X
1600025M17Rik	X
Gm48622	13
Zfp775	6
Rhobtb3	13
Zfp449	X
Gm38804	6
Etfrf1	6
Gm48940	14
Gm22116	14
Fndc3a	14
Pkn1	8
Gm2155	X
Iqcf6	9
Smim10l2a	X
Gm14633	X
Gm37019	12
Gm2174	X
Gm24163	13
4930478L05Rik	16
Gm20069	12
Gm15528	13
Gm24861	16
Gm28373	12
4930570E03Rik	16
Smg7	1
Cplx2	13
Slc25a53	X
Kirrel3	9
Gm12256	11
Hspa4l	3
4930403O18Rik	16
Mir1936	12
Gm12257	11
Gm28051	12
Chodl	16
1700001P01Rik	11
Gm21971	12
Gm20604	12
Gm6311	13
Gm12336	11
Gm16248	13
Gm12337	11
Gm23319	13
Elmod3	6
Rpl23	11
Thoc3	13
Gm13206	4
Moap1	12
Gm13200	4
Mrpl37	4
Tmem251	12
Gon7	12
Gm2830	13
Spata9	13
Snora21	11
Ubr7	12
Mif4gd	11
Alg3	16
Gm16549	14
Armh4	14
Cwc27	13
Zcchc18	X
Ubiad1	4
Gm47042	12
Lrrc9	12
Gm23303	4
Gm16082	14
Cyb5rl	4
Gm49293	14
Gm15038	X
Gm36146	14
Gm41206	14
Fam199x	X
Gm48950	14
Gm48948	14
Gm4606	14
Gm49295	14
AI854703	6
Gm9198	14
Gm8417	14
2610204G07Rik	13
Olfr722	14
Srek1ip1	13
Olfr723	14
Cops7a	6
Gm25770	X
Gm8019	X
Olfr724	14
Gm5761	X
Gm15039	X
Gm49133	14
Olfr725	14
Gm47508	10
Gm15042	X
Gm47512	10
Gm37194	14
Gm15045	X
Tspyl4	10
Serpinf2	11
Cysltr2	14
Gm15043	X
Shisal2b	13
Gm15044	X
Col10a1	10
Gm4938	13
Atp6ap1	X
Simc1	13
Mybpc1	10
Olfr726	14
Cdcp2	4
Olfr727	14
Ecm1	3
Olfr728	14
Gm12802	4
Rgs7bp	13
Mtor	4
Olfr729	14
Gimap8	6
Olfr730	14
Gm5108	5
Rfesd	13
Olfr731	14
Gm28111	9
Gm38217	9
Gm43026	5
4930562D21Rik	9
Gm23605	5
Kirrel3os	9
Olfr732	14
Gm42850	5
Gm43842	5
Gm20548	5
Eef1akmt4	16
Cox7a2	9
Olfr733	14
Gm44262	6
Gm42934	5
Hdac11	6
Olfr734	14
Gm43787	5
Slc25a19	11
Gm29707	5
Gm28791	1
Grm2	9
1700040K01Rik	1
Gm17978	5
Pcid2	8
Olfr735	14
Tmprss15	16
Kctd8	5
Kif28	1
Tlr11	14
Gm42933	5
D130004A15Rik	5
Gm43371	5
Olfr736	14
Gm42932	5
Gm43373	5
Gm4165	13
Gm43374	5
Gpr150	13
1700013M08Rik	5
Tmem30a	9
Gm43230	5
Olfr738	14
Gm43229	5
Pcnx4	12
Gm42888	5
Gm23932	5
Olfr737-ps1	14
Gm5867	5
Olfr739	14
Serpinb6a	13
Gm42887	5
Yipf7	5
Olfr740	14
Gm26854	15
Olfr741	14
Gm4756	12
Abra	15
Gm8976	1
4930429F24Rik	9
Col5a2	1
Gm5469	15
Olfr742	14
Tex264	9
Gm24751	15
Gm5470	15
3110031N09Rik	5
Gm49439	15
Olfr743	14
Gm49438	15
Ly6e-ps1	12
Ankib1	5
Gm49440	15
Gm49441	15
Btbd7	12
Gm19109	14
Gm18531	15
Gm36704	14
Gm49452	15
Gm14573	6
Gm18092	15
Gm49453	15
Gm48105	14
Gm44002	6
Angpt1	15
Gimap9	6
Esx1	X
Gm7352	14
Gm18577	14
Gm2244	14
4930402H05Rik	6
Lasp1	11
Kras	6
Gm2237	14
Gm17022	8
Gm5458	14
Gm17473	15
Gm15040	X
Wwp2	8
Gm15041	X
Rspo2	15
Gm8036	X
Gm41102	14
Gm48752	10
Gm8435	10
4930469B13Rik	14
Gm48106	10
Il1rapl2	X
Gm49800	14
Gm48157	14
Frk	10
Gm17030	14
Gm7371	14
Gm49341	14
Nid2	14
Gm9658	15
Filip1	9
Eif3e	15
Gm15692	16
Gm37709	16
Rps19-ps12	16
Srsf11	3
Gm47167	12
1700066C05Rik	16
Gm14988	X
Gm47166	12
Gm23083	16
Gm7143	12
Gm14989	X
Gm49578	16
Gm19867	16
Cox8c	12
Fkbp1a-ps3	16
Tex13a	X
Ncam2	16
Dhrs7	12
Gm22057	X
Angptl7	4
Gm23958	X
Gm15000	X
Gm44164	6
Gm15706	6
Gm15001	X
Rps25-ps1	6
Gm49271	15
Gm20477	9
Gm10373	15
Gdi1	X
Gm3211	9
2010013B24Rik	6
Gm8131	9
Gm44428	6
Emc2	15
Gm24002	4
Gm23318	4
Gm46146	9
Gm15707	6
Rad54l2	9
Tceanc2	4
Gm43679	5
Pianp	6
Gm48143	12
Arhgap24	5
Gm48108	10
Gm29807	10
Ppm1a	12
Gm18252	10
Gm2140	15
Tmem74	15
Gm8834	10
Gm26341	10
Gm47044	10
Trhr	15
Gm18729	10
1700054O05Rik	10
Amd2	10
B230217C12Rik	11
Gm40623	10
Gm47046	10
Gm47048	10
Gm33785	12
Gm47049	10
Gm38211	1
Fbxo47	11
7120432I05Rik	16
Gm49555	16
Gm49558	16
Spic	10
Etv1	12
Gm5676	16
Gm7459	15
Gm49559	16
Gm49560	16
Gm19235	15
St3gal4	9
Pgk1-ps1	16
Wdfy1	1
Gm24903	15
Gm25093	15
Gm41480	16
Nudcd1	15
Gm23355	16
Gm7559	16
Gm21833	16
Fam50a	X
Gimap4	6
Rpl21-ps5	16
Gm49561	16
Gm41481	16
Wdr81	11
Gm49562	16
Gm7295	16
Rtraf	14
Gm24508	16
4930553E22Rik	16
Gm6032	16
A730009L09Rik	16
Nt5el	13
Gm2477	16
Gm2349	16
4930551I23Rik	16
Tmem59	4
Gm49333	16
Ptger1	8
D14Ertd670e	14
Mir7092	X
Gm46192	10
1110046J04Rik	13
Gm48283	14
Ints6l	X
Gm48144	10
Rps26-ps1	8
Gm4925	10
Gng2	14
Gm45900	8
Rnf180	13
Mir140	8
Psmd7	8
Hs3st5	10
Eny2	15
Cyth3	5
Retsat	6
Gm11630	11
Mir22hg	11
Gm8940	8
5033426E14Rik	8
4930581F22Rik	9
Cul4a	8
Tlcd2	11
Gm48339	14
Saysd1	14
Gm25631	13
Gm22392	15
Htr1a	13
Gm48208	13
Dcps	9
Hdac7	15
Gm48211	13
Gm10739	13
Gm48212	13
Gm48214	13
Gm47054	10
Rcbtb2	14
Olfr717-ps1	13
Gm22554	10
Gm7054	13
Mir22	11
Arl1	10
Gm48216	13
Grb2	11
Gm24262	9
Nqo2	13
Ldlrad1	4
Tirap	9
Lrrc42	4
Mir7065	8
Zfhx3	8
Gm10555	1
Mir7014	3
Gm43362	3
Jmjd1c	10
Lmntd1	6
Ppp1r42	1
Lrba	3
Mir155hg	16
Dph3b-ps	13
Mir155	16
Gm30411	13
Camk2n2	16
Arsk	13
Atp2a2	5
Mrpl39	16
Exosc10	4
Gm11702	11
Gm11703	11
Gm23699	11
Gm11704	11
Gm39244	8
Gm39318	9
Gm10477	X
Lncbate1	8
Usp34	11
Gm648	X
Gm38042	8
Dcaf1	9
Gm38318	8
Lamp1	8
Gm23498	6
Gm45053	6
Gimap6	6
Mmgt1	X
Gm26153	16
Jam2	16
1700073E17Rik	6
Gm18442	12
Gm34611	12
Gm20686	8
Gm15499	6
Gm47832	12
Mir3108	8
Gm34662	12
Gm25373	6
Gm28053	6
Gm19563	12
Lrp2bp	8
Gm34809	12
Nthl1	17
Gm15818	1
Gm18591	12
Mrpl44	1
Gm47855	12
Gm24069	12
Gm34923	12
Mir5116	X
Tuba3b	6
Gm47859	12
Nrk	X
Gm24434	12
Gm18116	12
Gm4263	12
Atp5j	16
Gm47868	12
Gm18939	12
Gm24527	13
Tgoln1	6
Gm28989	13
Arl4a	12
Gm24674	1
Serpine2	1
4833439L19Rik	13
Nelfe	17
Arl4aos	12
Gm20536	6
Gm15704	6
4930447C04Rik	12
Gimap7	6
Gabpa	16
Gimap1os	6
Rassf8	6
Gm17227	19
Spindoc	19
Gimap1	6
Srpr	9
Nmnat2	1
D030068K23Rik	8
Gm49568	16
Ece2	16
Gm1943	8
Gimap5	6
Ddx39a	8
Gm50232	19
Manf	9
1700105P06Rik	19
Rab11b-ps2	19
Gm18842	19
Plxna3	X
Gm44226	6
4833403J16Rik	6
Rhod	19
Bhlhe41	6
Six6	12
Gm26359	10
Hdac2	10
Gm26709	12
Gm37612	9
Gm43909	6
A930001C03Rik	19
Gm43359	5
Gm38170	12
Gimap3	6
Gm43360	5
Arl10	13
Six1	12
Gm43361	5
Gm13204	4
Gm22965	5
Gm13209	4
Usp42	5
Srm	4
Gm30781	6
Ppp2r1b	9
Gm17834	6
Zfta	19
Six4	12
Gm24195	13
Fbln2	6
Nop16	13
Gm5529	1
Scin	12
Gm28960	1
Gm28071	1
Gm28058	1
Gm38231	10
Gm23934	1
Higd2a	13
Gm38339	1
Mir6991	19
Nrbf2	10
9830004L10Rik	1
Syt12	19
Hspb11	4
Ripk1	13
Fam124b	1
Pmfbp1	8
2310015K22Rik	1
Gm37932	1
Marcks	10
Ahctf1	1
Slc9a3r2	17
Gm49454	10
2010003K11Rik	19
Gm47516	10
5930403N24Rik	10
D130017N08Rik	5
Aldh18a1	19
Gm42503	5
Gm32023	10
4930543K20Rik	10
Gm47531	10
Lage3	X
Guf1	5
Gm26535	10
Gm32255	10
Gm48172	10
Dhx38	8
Gm31378	10
4930591E09Rik	10
Serpina7	X
Gm24889	10
Gm48173	10
Gm12850	4
Gm48197	10
Lsmem1	12
Masp2	4
Gm48198	10
Gm22911	10
Rfpl4b	10
Gm17083	13
Gm17084	13
Gm17779	10
Bphl	13
Gm17056	12
Egr2	10
Mnat1	12
4930513O06Rik	X
Npw	17
4933428M09Rik	X
Zfp598	17
Gm15007	X
Ubl4a	X
Cltb	13
Plxdc1	11
Gm23910	12
Trmt5	12
Ado	10
Txnl4b	8
4930563J15Rik	10
Gm10797	10
Dio1	4
Gm32364	10
Slc38a6	12
Gm32515	10
Col28a1	6
Gm47574	10
1700030E10Rik	10
4930543I11Rik	10
Grtp1	8
Gm49766	10
Slc10a3	X
Gm29774	10
Zfp365	10
Gm10518	1
Vdr	15
Syngr3	17
Psmd2	16
Cops5	1
Slc9a6	X
Yipf1	4
Tubb2a	13
Gfer	17
4930447K03Rik	13
Gm47065	13
Gm47076	13
Utp20	10
Ttc37	13
Gm11633	11
Gm22753	11
Arl5c	11
Noxo1	17
Ifrd1	12
Btf3-ps12	3
Gm26343	3
Gm23850	3
Kcnk5	14
Sspn	6
Gm25039	3
Mab21l2	3
Tmem106c	15
Ahsa2	11
Gm50215	18
Rbm15b	9
Plk4	3
Ccdc68	18
Gm48394	14
Gm24912	14
Gm48395	14
Senp6	9
Rnase4	14
Gm43931	6
Sspnos	6
Gm32914	6
Eif2ak1	5
Wnt7a	6
Gm12870	4
Gm12869	4
Gm2048	14
Mir1968	8
Tbl3	17
Ubxn2b	4
2810030D12Rik	8
Gm17233	14
Ang	14
Hp	8
Eddm3b	14
Gm30437	6
Kcnk16	14
Gm37070	1
Gm4575	6
1700061H18Rik	18
Lamc2	1
Gm15801	19
Pkhd1l1	15
1810044D09Rik	6
Gm27042	19
4930448D08Rik	18
Gm44629	6
Rnase6	14
Rab27b	18
Ndc1	4
Rtn3	19
Tcf7l1	6
Snx25	8
Krit1	5
Gm26312	X
1810028F09Rik	14
Rnase1	14
Pwwp3b	X
Gm4462	16
Rnase2b	14
Gm48653	12
Gm17024	12
App	16
Ear-ps1	14
Mir1938	12
D830013O20Rik	12
Ang2	14
Gm48639	13
Tubb2b	13
Gm33929	12
Ear14	14
Gm48656	12
Gm7008	12
Rnase2a	14
Gm50219	18
Dynap	18
Gm49245	14
Gm21718	14
Gm47954	12
Gm34016	12
Gm36255	18
Gm36500	13
Gm7106	14
Tmem30b	12
Gm45879	18
4930597G03Rik	14
Fam81b	13
2210039B01Rik	12
4930503L19Rik	18
Rb1	14
Unc79	12
Gm31219	13
Vav1	17
Psmg4	13
Cul3	1
Gm47279	11
1700030C12Rik	11
Ipo11	13
Tmem94	11
Platr21	X
Gm15002	X
Trap1a	X
4930521O17Rik	10
Chchd4	6
Lama4	10
Gm8061	X
Fam3a	X
Mup-ps29	4
Gm7107	14
Mup-ps28	4
Gm16289	14
Mir687	14
Gm7247	14
Glis1	4
Gm15401	6
Lpar6	14
Gm25558	9
4930524O07Rik	9
Gm49131	14
Gm20648	9
Vmn2r-ps110	14
Gm17477	9
Gm37969	6
Vmn2r-ps111	14
Gm38114	6
Gm38320	6
Itm2b	14
Foxred1	9
Gm15402	6
Gm37736	6
Gm37902	1
Gm37262	1
Tmem43	6
Gm29125	1
Gm6189	1
Gm3788	3
Gm37876	3
Lamc1	1
Lrrc40	3
Adprhl1	8
Gm4266	14
Vmn2r88	14
Tctn3	19
Mup9	4
Kcmf1	6
Med4	14
Dhodh	8
Radx	X
Mup-ps4	4
Mup-ps26	4
Slc5a8	10
Dmrtb1	4
Ankrd61	5
D530018E20Rik	6
1700016L21Rik	1
Gm26640	6
Nudt15	14
Tmsb10	6
Gm45261	1
Gm38009	1
Gm8818	1
Vmn2r89	14
E330020D12Rik	1
Gm12899	4
1700047F07Rik	4
Ift81	5
B230334C09Rik	3
Shcbp1l	1
Sik2	9
Gm12906	4
Gm18402	6
Mir5621	11
Gm12907	4
Fam229b	10
Gm20560	6
Mfsd8	3
1700093K21Rik	11
4933424M12Rik	4
Lrp8os3	4
Gm5622	14
Zfp384	6
Mup1	4
Gm16290	14
Gm17175	14
Ebag9	15
Cfap97	8
Gm19156	14
Slc22a23	13
Gm17174	14
Gm19157	14
Sucla2	14
Rnf128	X
Gm47201	12
Gm25588	1
Prkch	12
Gm37669	1
Pcx	19
Gm18849	1
Selenok-ps1	11
Gm13773	4
Mup-ps6	4
Dnah7b	1
Prpf8	11
Mup-ps24	4
Mup10	4
Gm2011	3
Tbc1d8b	X
Sybu	15
Gm15634	8
Gm45693	8
Stard6	18
Mup-ps5	4
Slc25a4	8
Mup11	4
Gm17078	14
Gm21750	14
Gm19158	14
Gm49165	14
Camk2d	3
Mctp1	13
Nudt13	14
Lrrd1	5
Gm8075	12
Actg-ps1	8
Gm10313	8
Gm48823	12
Gm15283	12
Gm24669	8
Gm8575	8
Mup-ps7	4
Ripply1	X
Helt	8
Tube1	10
Mup12	4
Dock3	9
Rps4x-ps	5
Zfp277	12
Gm43541	5
Gm43301	5
Gm15012	X
Mterf1a	5
Cldn2	X
Mup-ps8	4
Gm39168	8
Aimp2	5
Mup22	4
Gm45255	8
Fhl1	X
Gm21286	4
Mup-ps9	4
Dcun1d2	8
Mup13	4
Mup-ps10	4
Gm47086	13
Gm48078	13
Gm6129	13
Gm24519	13
Gm47120	13
Gm21959	13
Gm15740	13
Gm40909	13
Rtkn2	10
Lrrc70	13
Adgrb2	4
Poli	18
Gm8185	13
Prima1	12
Gm36758	13
Depdc5	5
Gm28988	13
Faf2	13
A930017M01Rik	15
Gm10791	16
Gm23343	15
Gm18153	15
Gm49228	16
4930557K07Rik	6
n-R5s211	1
Gm5471	15
Gm49227	16
Fam181a	12
Dhx9	1
Kcnv1	15
Gm49226	16
Xpc	6
Cyyr1	16
Gm29508	12
Gm53014	15
Gm2203	15
Gm5472	15
Gm30931	8
Asb2	12
Gm26063	15
Gm49075	15
1700022A22Rik	15
Gm49164	14
Gm45253	8
E330037G11Rik	8
Gm45245	8
Gm4181	14
Gm25014	8
9530085L11Rik	8
4930523O13Rik	15
Gm24540	14
Gm2541	16
Gm17186	14
Gm16409	14
Gm6278	16
Gm18683	14
Adgre5	8
Adamts1	16
Gm49079	15
Gm17079	14
4930548G14Rik	15
Gm38541	15
Cbx3-ps6	14
Gm17205	9
Gm23665	15
Gm7508	15
Gm22454	9
Gm49170	14
Gm2267	15
Layn	9
Gm49171	14
Col2a1	15
Gm6986	14
4933402J15Rik	14
Gm49174	14
Gm5800	14
Lrfn4	19
Gm17117	9
Gm49175	14
Gm23595	9
AA543401	9
Rnf151	17
Gm49261	14
