mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome
Pnpla5	15	PNPLA5	22
Gm20870	Y	SYCP3	12
Exosc8	3	EXOSC8	13
Spats2l	1	SPATS2L	2
Anapc4	5	ANAPC4	4
Qrfp	2	QRFP	9
Gm25776	12	SNORA79	14
Dynlt2a2	17	DYNLT2	6
Ftl1	7	FTL	19
Pcyox1l	18	PCYOX1L	5
Agk	6	AGK	7
Pla2g5	4	PLA2G5	1
Snx9	17	SNX9	6
Ighv1-62-1	12	IGHV1-45	14
Ighv1-62-1	12	IGHV1-46	14
Ighv1-62-1	12	IGHV1-58	14
Ighv1-62-1	12	IGHV1-3	14
Ighv1-62-1	12	IGHV1-69	14
Ighv1-62-1	12	IGHV1-69-2	14
Ighv1-62-1	12	IGHV1-69D	14
Gm20906	Y	SYCP3	12
Olfr722	14	OR4N5	14
Sox5	6	SOX5	12
Cby1	15	CBY1	22
Nxpe2	9	NXPE2	11
Dync2i2	2	DYNC2I2	9
Hsd17b10	X	HSD17B10	X
Msantd2	9	MSANTD2	11
	12	RN7SKP275	4
Twnk	19	TWNK	10
Dcaf4	12	DCAF4L2	8
Hat1	2	HAT1	2
Arhgef16	4	ARHGEF16	1
Med26	8		19
Med26	8	MED26	19
Gm26177	10	RNU6-1075P	10
Slc1a5	7	SLC1A5	19
Tex12	9	TEX12	11
Aoc2	11	AOC2	17
Smim19	8	SMIM19	8
Tab3	X	TAB3	X
Nrn1	13	NRN1	6
Actl6b	5	ACTL6B	7
Mir106b	5	MIR106B	7
Lrtm1	14	LRTM1	3
Casp7	19	CASP7	10
Il36rn	2	IL36RN	2
Wdr20rt	12	WDR20	14
Armc1	3	ARMC1	8
Trav7-3	14	TRAV12-1	14
Trav7-3	14	TRAV12-2	14
Trav7-3	14	TRAV12-3	14
Tgm7	2	TGM7	15
Alkal2	12	ALKAL2	2
St3gal1	15	ST3GAL1	8
Cacna2d4	6	CACNA2D4	12
Creb3l1	2	CREB3L1	11
Aarsd1	11	AARSD1	17
Aarsd1	11	PTGES3L-AARSD1	17
Bckdk	7	BCKDK	16
Cplane2	4	CPLANE2	1
Cdh17	4	CDH17	8
Ctu2	8	CTU2	16
	X	RNU6-158P	4
	12	RN7SKP143	10
Hoxc13	15	HOXC13	12
Tmem182	1	TMEM182	2
Mtmr12	15	MTMR12	5
Cpeb2	5	CPEB2	4
Sox14	9	SOX14	3
Hk3	13	HK3	5
Riok2	17	RIOK2	5
Sugp2	8	SUGP2	19
Snx24	18	SNX24	5
Bambi	18	BAMBI	10
Gm21244	Y	SPIN2A	X
Scnn1g	7	SCNN1G	16
Scamp2	9	SCAMP2	15
Baalc	15	BAALC	8
Hsd17b11	5	HSD17B11	4
Rtn2	7	RTN2	19
Rilpl1	5	RILPL1	12
Gngt1	6	GNGT1	7
Olfr271-ps1	4	OR13C9	9
Med18	4	MED18	1
Gm43720	5	GPC2	7
Os9	10	OS9	12
Slc9a2	1	SLC9A2	2
Hes5	4	HES5	1
Vkorc1	7	VKORC1	16
Rnf111	9	RNF111	15
Aqp8	7	AQP8	16
Gm22458	3	RNU6-571P	10
Spink7	18	SPINK7	5
Igkv17-121	6	IGKV5-2	2
Daglb	5	DAGLB	7
Nyap2	1	NYAP2	2
Akr1b7	6	AKR1B10	7
Lars	18	LARS1	5
Ankrd33b	15	ANKRD33B	5
Krt222	11		17
Gng10	4	GNG10	9
Runx1t1	4	RUNX1T1	8
1700030K09Rik	8	C19orf44	19
Gm20850	Y	SYCP3	12
Ccr4	9	CCR4	3
Gm25471	7	SNORD116-5	15
Gm25471	7	SNORD116-1	15
Gm25471	7	SNORD116-3	15
Zfp354c	11	ZNF354C	5
Slc22a2	17	SLC22A2	6
Triml1	8	TRIML1	4
Lrfn5	12	LRFN5	14
	8	SNORA17A	9
Slc8a1	17	SLC8A1	2
Dynlt2a3	17	DYNLT2	6
Ube2w	1		8
Tfap2d	1	TFAP2D	6
Gm28042	2	JMJD7-PLA2G4B	15
Ptk2	15	PTK2	8
Spopfm1	3	SPOP	17
Smc5	19	SMC5	9
Caly	7	CALY	10
Mroh2b	15	MROH2B	5
Gm23377	9	SNORA17B	9
Insm2	12	INSM2	14
Fam193a	5	FAM193A	4
Tmem158	9	TMEM158	3
Mir142	11	MIR142	17
Dcdc2c	12	DCDC2C	2
Dynlrb2	8	DYNLRB2	16
Adcy4	14	ADCY4	14
Gm22649	7	RN7SL749P	10
Gm22649	7	RN7SL16P	4
Gm22649	7	RN7SL558P	4
Gm22649	7	RN7SL776P	4
Gm22649	7	RN7SL273P	6
Gm22649	7	RN7SL851P	7
Gm22649	7	RN7SL841P	16
Gm22649	7	RN7SL865P	12
Gm22649	7	RN7SL563P	8
Gm22649	7	RN7SL41P	8
Gm22649	7	RN7SL323P	8
Cilp2	8	CILP2	19
Wnk4	11	WNK4	17
Barhl1	2	BARHL1	9
Zer1	2	ZER1	9
Gm22960	13	RNU6-1207P	10
Gm22960	13	RNU6-978P	15
Gm22960	13	RNU6-666P	10
Gm22960	13	RNU6-452P	10
Gm22960	13	RNU6-596P	8
Gm22960	13	RNU6-811P	10
Gm23191	10	RNU6-656P	8
Six3	17	SIX3	2
Zfp369	13	ZNF274	19
Plb1	5	PLB1	2
Asb3	11	ASB3	2
Snap29	16	SNAP29	22
Trav14d-3-dv8	14	TRAV23DV6	14
Tespa1	10	TESPA1	12
Pkdcc	17	PKDCC	2
Emd	X	EMD	X
Olfr1509	14	OR4E2	14
Gm21518	Y	SYCP3	12
Fntb	12	CHURC1-FNTB	14
Fntb	12	FNTB	14
Rap2a	14	RAP2A	13
Slc26a5	5	SLC26A5	7
	12	RNU6-122P	X
Zfp706	15	ZNF706	8
Mrpl11	19	MRPL11	11
Lratd2	15	LRATD2	8
Pde6b	5	PDE6B	4
Atp2b2	6	ATP2B2	3
Reg3d	6	REG1B	2
Snora24	3	SNORA24	4
Nde1	16	NDE1	16
Dmxl2	9	DMXL2	15
Napb	2	NAPB	20
	6	RNU6-364P	7
Lrp8	4	LRP8	1
Cd99l2	X	CD99L2	X
Psmb9	17	PSMB9	6
Crb3	17	CRB3	19
Atf6b	17	ATF6B	6
Gm20873	Y	SPIN2A	X
Myo5c	9	MYO5C	15
Ifna4	4	IFNA5	9
Ifna4	4	IFNA21	9
Rbm38	2	RBM38	20
Pak1ip1	13	PAK1IP1	6
Trim8	19	TRIM8	10
Bst1	5	BST1	4
Pax2	19	PAX2	10
Tceal6	X	TCEAL6	X
Dlgap5	14	DLGAP5	14
Lnpk	2	LNPK	2
Tmed9	13	TMED9	5
Mir29b-1	6	MIR29B1	7
Pex10	4	PEX10	1
4930550C14Rik	9	C11orf65	11
Glt6d1	2	GLT6D1	9
Cry2	2	CRY2	11
Trp53bp1	2	TP53BP1	15
Trav12n-3	14	TRAV18	14
Rapsn	2	RAPSN	11
Kcnmb4	10	KCNMB4	12
Phax	18	PHAX	5
Arid4a	12	ARID4A	14
Mlycd	8	MLYCD	16
Aoc1	6	AOC1	7
Gm43191	3		1
Pla2g10	16	PLA2G10	16
Elovl3	19	ELOVL3	10
Gm10334	6	PRSS3	9
Serpinb1b	13	SERPINB1	6
Pate2	9	PATE2	11
Gm24623	5	RNU2-54P	8
Krcc1	6	KRCC1	2
Slc5a8	10	SLC5A8	12
Phf14	6	PHF14	7
Ubash3b	9	UBASH3B	11
Ppp1r3g	13	PPP1R3G	6
Car13	3	CA13	8
Nfkb2	19	NFKB2	10
Orm2	4	ORM2	9
Orm2	4	ORM1	9
Gm22044	8	RNU6-144P	8
Plod2	9	PLOD2	3
Gpbp1	13	GPBP1	5
Ssxb5	X	SSX4B	X
Ssxb5	X	SSX2	X
C1ra	6	C1R	12
Saal1	7	SAAL1	11
Zkscan5	5	ZKSCAN5	7
Areg	5	AREG	4
Slc25a12	2	SLC25A12	2
Ighv7-2	12	IGHV3-72	14
Ighv7-2	12	IGHV3-73	14
Negr1	3	NEGR1	1
Gna13	11	GNA13	17
Smyd4	11	SMYD4	17
Btbd6	12	BTBD6	14
Svs1	6	AOC1	7
Cyb5d2	11	CYB5D2	17
Gfpt2	11	GFPT2	5
Gm25600	4	RNU6-528P	8
Cops7a	6	COPS7A	12
Rabepk	2	RABEPK	9
Olfr675	7	OR52E6	11
Zfp426	9	ZNF426	19
Tbc1d12	19	TBC1D12	10
Chat	14	CHAT	10
Mir193b	16	MIR193B	16
Tcp10c	17	TCP10L2	6
Rtn3	19	RTN3	11
Ighv1-77	12	IGHV1-45	14
Ighv1-77	12	IGHV1-46	14
Ighv1-77	12	IGHV1-58	14
Ighv1-77	12	IGHV1-3	14
Ighv1-77	12	IGHV1-69	14
Ighv1-77	12	IGHV1-69-2	14
Ighv1-77	12	IGHV1-69D	14
Tmem242	17	TMEM242	6
Efcab10	12	EFCAB10	7
Selenoo	15	SELENOO	22
Capzb	4	CAPZB	1
Minar1	9	MINAR1	15
Kansl2	15	KANSL2	12
Tomm6	17	TOMM6	6
Ddx60	8	DDX60	4
Slc30a2	4	SLC30A2	1
Trbv12-2	6	TRBV13	7
Gm25064	9	RNU6-1	15
Pex2	3	PEX2	8
Pex6	17	PEX6	6
Rab2a	4	RAB2A	8
	9	RN7SKP241	10
Ap1ar	3	AP1AR	4
Synm	7	SYNM	15
Ttll7	3	TTLL7	1
Psmd12	11	PSMD12	17
Stk3	15	STK3	8
Hacd1	2	HACD1	10
Gm20823	Y	SPIN2A	X
Dynll1	5	DYNLL1	12
Jmy	13	JMY	5
Ppt2	17	PPT2	6
Ppt2	17	PPT2-EGFL8	6
Slc38a6	12	SLC38A6	14
Serpina1e	12	SERPINA1	14
Olfr661	7	OR56B2P	11
Trav12-2	14	TRAV18	14
Pole4	6	POLE4	2
Slc27a1	8	SLC27A1	19
Dao	5	DAO	12
Angel1	12	ANGEL1	14
Brca2	5	BRCA2	13
	13	RNU6-530P	7
	13	RNU6-850P	6
	13	RNU6-172P	12
	13	RNU6-1083P	12
Trim24	6	TRIM24	7
Mgat4a	1	MGAT4A	2
	11	RNU6-1125P	7
Ano10	9	ANO10	3
1700029I15Rik	2	C11orf94	11
Slc31a2	4	SLC31A2	9
Pramel29	4	PRAMEF18	1
Pramel29	4	PRAMEF2	1
Pramel29	4	PRAMEF4	1
Pramel29	4	PRAMEF13	1
Pramel29	4	PRAMEF10	1
Pramel29	4	PRAMEF11	1
Pramel29	4	PRAMEF1	1
Pramel29	4	PRAMEF6	1
Pramel29	4	PRAMEF5	1
Pramel29	4	PRAMEF33	1
Pramel29	4	PRAMEF7	1
Pramel29	4	PRAMEF8	1
Ccno	13	CCNO	5
Tox3	8	TOX3	16
Mir183	6	MIR183	7
Uaca	9	UACA	15
Ifna6	4	IFNA5	9
Ifna6	4	IFNA21	9
Plcb4	2	PLCB4	20
Surf2	2	SURF2	9
Trav12n-1	14	TRAV18	14
Slc46a2	4	SLC46A2	9
Hoxb1	11	HOXB1	17
Rcn1	2	RCN1	11
Cct4	11	CCT4	2
Trav14n-2	14	TRAV23DV6	14
Cc2d2b	19	CC2D2B	10
Vip	10	VIP	6
Gm6351	5	PRAMEF18	1
Gm6351	5	PRAMEF2	1
Gm6351	5	PRAMEF4	1
Gm6351	5	PRAMEF13	1
Gm6351	5	PRAMEF10	1
Gm6351	5	PRAMEF11	1
Gm6351	5	PRAMEF1	1
Gm6351	5	PRAMEF6	1
Gm6351	5	PRAMEF5	1
Gm6351	5	PRAMEF33	1
Gm6351	5	PRAMEF7	1
Gm6351	5	PRAMEF8	1
Zfp740	15	ZNF740	12
Kdm4c	4	KDM4C	9
Ssty1	Y	SPIN2A	X
Spink10	18	SPINK9	5
Trav8n-2	14	TRAV17	14
Trim55	3	TRIM55	8
H2-D1	17	HLA-E	6
Actr3	1	ACTR3	2
Ercc6	14	ERCC6	10
Dcxr	11	DCXR	17
Aldoa	7	ALDOA	16
Olfr94	17	OR2I1P	6
BC051142	17	TSBP1	6
Pdcd5	7	PDCD5	19
Hal	10	HAL	12
Cd300ld	11	CD300LF	17
Dpp6	5	DPP6	7
Ccr8	9	CCR8	3
Rufy3	5	RUFY3	4
Dok4	8	DOK4	16
Ski	4	SKI	1
Sulf1	1	SULF1	8
Plekhg2	7	PLEKHG2	19
Timm17b	X	TIMM17B	X
	18	RNY1P15	9
	18	RNY1P10	16
Heph	X	HEPH	X
Trip4	9	TRIP4	15
Csgalnact2	6	CSGALNACT2	10
Trav9-1	14	TRAV8-1	14
Trav9-1	14	TRAV8-3	14
Ei24	9	EI24	11
Cpox	16	CPOX	3
Ndufb2	6	NDUFB2	7
Ms4a4a	19	MS4A4A	11
Myo9a	9	MYO9A	15
Abraxas1	5	ABRAXAS1	4
Hipk2	6	HIPK2	7
Pramel38	5	PRAMEF18	1
Pramel38	5	PRAMEF2	1
Pramel38	5	PRAMEF4	1
Pramel38	5	PRAMEF13	1
Pramel38	5	PRAMEF10	1
Pramel38	5	PRAMEF11	1
Pramel38	5	PRAMEF1	1
Pramel38	5	PRAMEF6	1
Pramel38	5	PRAMEF5	1
Pramel38	5	PRAMEF33	1
Pramel38	5	PRAMEF7	1
Pramel38	5	PRAMEF8	1
Olfr65	7	OR51B6	11
Arhgef25	10	ARHGEF25	12
Arhgef25	10		12
Dmrtc2	7	DMRTC2	19
Rmnd5a	6	RMND5A	2
Slc35a5	16	SLC35A5	3
Ighv1-22	12	IGHV1-45	14
Ighv1-22	12	IGHV1-46	14
Ighv1-22	12	IGHV1-58	14
Ighv1-22	12	IGHV1-3	14
Ighv1-22	12	IGHV1-69	14
Ighv1-22	12	IGHV1-69-2	14
Ighv1-22	12	IGHV1-69D	14
Cnih2	19	CNIH2	11
Abcb8	5	ABCB8	7
Zc3h7a	16	ZC3H7A	16
Gabarapl2	8	GABARAPL2	16
Gm28870	Y	SYCP3	12
Gcm1	9	GCM1	6
Fa2h	8	FA2H	16
Rhcg	7	RHCG	15
Eya1	1	EYA1	8
Itprid2	2	ITPRID2	2
Cdhr5	7	CDHR5	11
Scarb2	5	SCARB2	4
Slc16a8	15	SLC16A8	22
Sirt3	7	SIRT3	11
Ceacam16	7	CEACAM16	19
5730409E04Rik	4	C1orf216	1
Tifa	3	TIFA	4
Cfap97d1	11	CFAP97D1	17
Huwe1	X	HUWE1	X
Slc43a2	11	SLC43A2	17
Gm26128	11	RNU6-94P	15
	6	RNU6-887P	4
	6	RNU6-1069P	12
Ighv1-55	12	IGHV1-45	14
Ighv1-55	12	IGHV1-46	14
Ighv1-55	12	IGHV1-58	14
Ighv1-55	12	IGHV1-3	14
Ighv1-55	12	IGHV1-69	14
Ighv1-55	12	IGHV1-69-2	14
Ighv1-55	12	IGHV1-69D	14
Nat2	8	NAT1	8
Celf5	10	CELF5	19
Gimap6	6	GIMAP6	7
Gm22620	9	SNORA1	11
Gm22620	9	SNORA1B	8
Nt5c2	19	NT5C2	10
Ctnnbip1	4	CTNNBIP1	1
	14	RN7SKP240	6
Foxm1	6	FOXM1	12
Myod1	7	MYOD1	11
Serpina10	12	SERPINA10	14
Mrpl57	14	MRPL57	13
4932411N23Rik	X	DMTF1	7
Lrrn1	6	LRRN1	3
Taar8c	10	TAAR8	6
Ajm1	2	AJM1	9
Gm20908	Y	SYCP3	12
Gm21488	Y	SYCP3	12
Ifna1	4	IFNA5	9
Ifna1	4	IFNA21	9
Trap1	16	TRAP1	16
C4b	17	C4A	6
C4b	17	C4B	6
Gm22576	16	RNU6-603P	6
Plcb3	19	PLCB3	11
Dpy19l4	4	DPY19L4	8
Cfap43	19	CFAP43	10
Sytl1	4	SYTL1	1
Efemp2	19	EFEMP2	11
Smim41	15	SMIM41	12
Psmb8	17	PSMB8	6
Trpa1	1	TRPA1	8
Ptprh	7	PTPRH	19
Mpp1	X	MPP1	X
Aldh1b1	4	ALDH1B1	9
Ces1h	8	CES1	16
Wwc2	8	WWC2	4
Rad52	6	RAD52	12
Fam107b	2	FAM107B	10
Gm33815	Y	SPIN2A	X
Cep41	6	CEP41	7
Ap4s1	12	AP4S1	14
Gm22061	11	RNU6-95P	4
Rap1b	10	RAP1B	12
Vxn	1	VXN	8
Gimap4	6	GIMAP4	7
Snord73a	3	SNORD73A	4
Snord116l13	7	SNORD116-5	15
Snord116l13	7	SNORD116-1	15
Snord116l13	7	SNORD116-3	15
Tubgcp2	7	TUBGCP2	10
Tssk6	8	TSSK6	19
Nps	7	NPS	10
Ssxa1	X	SSX4B	X
Ssxa1	X	SSX2	X
Ntmt1	2	NTMT1	9
Nepro	16	NEPRO	3
Defb34	8	DEFB108B	11
P2ry2	7	P2RY2	11
Mtfr1	3	MTFR1	8
Ighv1-53	12	IGHV1-45	14
Ighv1-53	12	IGHV1-46	14
Ighv1-53	12	IGHV1-58	14
Ighv1-53	12	IGHV1-3	14
Ighv1-53	12	IGHV1-69	14
Ighv1-53	12	IGHV1-69-2	14
Ighv1-53	12	IGHV1-69D	14
Tmem115	9	TMEM115	3
Nhs	X	NHS	X
Phf10	17	PHF10	6
Gsdmc4	15	GSDMC	8
Mphosph10	7	MPHOSPH10	2
Adk	14	ADK	10
	6	RN7SKP275	4
Arpc1b	5	ARPC1B	7
Mir124a-1	14	MIR124-1	8
Cebpa	7	CEBPA	19
Mir96	6	MIR96	7
Rnf6	5	RNF6	13
Jmjd8	17	JMJD8	16
Flt4	11	FLT4	5
Tmem232	17	TMEM232	5
Slc35e3	10	SLC35E3	12
Ube2l6	2	UBE2L6	11
Plin3	17	PLIN3	19
Gm12169	11	HAVCR1	5
Gabra2	5	GABRA2	4
Vstm2a	11	VSTM2A	7
Rslcan18	13	ZNF195	11
Rgs11	17	RGS11	16
Slc25a22	7	SLC25A22	11
Olfr1052	2	OR5J2	11
Rhox10	X	SHOX	X
Tmem132d	5	TMEM132D	12
Ly6d	15	LY6D	8
Adal	2	ADAL	15
Tmem74bos	2	C20orf202	20
Knop1	7	KNOP1	16
Inhbe	10	INHBE	12
Vav1	17	VAV1	19
Dnah6	6	DNAH6	2
Eva1a	6	EVA1A	2
Gm25596	10	RNU6-102P	7
Trav3-3	14	TRAV5	14
Reg2	6	REG1A	2
Rnf130	11	RNF130	5
Kremen2	17	KREMEN2	16
Lama4	10	LAMA4	6
Mcmbp	7	MCMBP	10
Slc30a4	2	SLC30A4	15
Nup35	2	NUP35	2
Mcf2	X	MCF2	X
Cyp7b1	3	CYP7B1	8
Gm28035	2	LRRC8A	9
Frmd7	X	FRMD7	X
Cacna2d3	14	CACNA2D3	3
Lrrc74a	12	LRRC74A	14
Rab3b	4	RAB3B	1
Hsf1	15	HSF1	8
Adamtsl1	4	ADAMTSL1	9
Lrriq1	10	LRRIQ1	12
Npas2	1	NPAS2	2
Gm26495	10		7
Ighv9-3	12	IGHV7-4-1	14
Ighv9-3	12	IGHV7-81	14
Snora16a	4		13
Uhrf1	17	UHRF1	19
Hoxb7	11	HOXB7	17
Ass1	2	ASS1	9
Shcbp1	8	SHCBP1	16
Spink11	18	SPINK9	5
Stag2	X	STAG2	X
Defb15	8	DEFB108B	11
Camk2g	14	CAMK2G	10
Cmtr1	17	CMTR1	6
Kbtbd7	14	KBTBD6	13
Kbtbd7	14	KBTBD7	13
Hoxb6	11	HOXB6	17
Trav6d-5	14	TRAV9-1	14
Fbn2	18	FBN2	5
Gm22584	7	SNORD116-5	15
Gm22584	7	SNORD116-1	15
Gm22584	7	SNORD116-3	15
	3	RN7SKP155	8
Gm22661	13	SNORA68B	19
Cd79a	7	CD79A	19
Ighv1-24	12	IGHV1-45	14
Ighv1-24	12	IGHV1-46	14
Ighv1-24	12	IGHV1-58	14
Ighv1-24	12	IGHV1-3	14
Ighv1-24	12	IGHV1-69	14
Ighv1-24	12	IGHV1-69-2	14
Ighv1-24	12	IGHV1-69D	14
Dnajb13	7	DNAJB13	11
Zic1	9	ZIC1	3
Taar8b	10	TAAR8	6
Polr3b	10	POLR3B	12
Nek6	2	NEK6	9
Rp1l1	14	RP1L1	8
Gm22056	5	RNU6-233P	17
Stk17b	1	STK17B	2
Fgb	3	FGB	4
Ighv1-50	12	IGHV1-45	14
Ighv1-50	12	IGHV1-46	14
Ighv1-50	12	IGHV1-58	14
Ighv1-50	12	IGHV1-3	14
Ighv1-50	12	IGHV1-69	14
Ighv1-50	12	IGHV1-69-2	14
Ighv1-50	12	IGHV1-69D	14
Ube2n	10	UBE2N	12
Tmem97	11	TMEM97	17
	12	RN7SKP190	16
Frk	10	FRK	6
Gm20816	Y	SPIN2A	X
Mir151	15	MIR151A	8
Ccne1	7	CCNE1	19
Decr1	4	DECR1	8
Adgre1	17	ADGRE1	19
Erich5	15	ERICH5	8
Tspan15	10	TSPAN15	10
Glo1	17	GLO1	6
Car8	4	CA8	8
Hsd17b14	7	HSD17B14	19
Otud1	2	OTUD1	10
S100z	13	S100Z	5
Igfbp7	5	IGFBP7	4
Lamc3	2	LAMC3	9
Pnpo	11	PNPO	17
Slc4a8	15	SLC4A8	12
Dctn5	7	DCTN5	16
Rps6kb2	19	RPS6KB2	11
Xkr4	1	XKR4	8
Tbc1d23	16	TBC1D23	3
Sdc3	4	SDC3	1
Cyfip2	11	CYFIP2	5
Ighv1-62-2	12	IGHV1-45	14
Ighv1-62-2	12	IGHV1-46	14
Ighv1-62-2	12	IGHV1-58	14
Ighv1-62-2	12	IGHV1-3	14
Ighv1-62-2	12	IGHV1-69	14
Ighv1-62-2	12	IGHV1-69-2	14
Ighv1-62-2	12	IGHV1-69D	14
Odf2l	3	ODF2L	1
Ighv1-52	12	IGHV1-45	14
Ighv1-52	12	IGHV1-46	14
Ighv1-52	12	IGHV1-58	14
Ighv1-52	12	IGHV1-3	14
Ighv1-52	12	IGHV1-69	14
Ighv1-52	12	IGHV1-69-2	14
Ighv1-52	12	IGHV1-69D	14
Pot1b	17	POT1	7
Tmem82	4	TMEM82	1
Plcg1	2	PLCG1	20
Drap1	19	DRAP1	11
Nkx2-1	12		14
Nkx2-1	12	NKX2-1	14
B4gat1	19	B4GAT1	11
Hmgn3	9	HMGN3	6
Gm25163	9	RNU6-1086P	8
Chrnb1	11	CHRNB1	17
Serpina11	12	SERPINA11	14
Gm24929	8	RNU1-36P	4
Gm28891	Y	SYCP3	12
Naxd	8	NAXD	13
Tdpoz9	3	SPOP	17
Gm14632	X	SYCP3	12
Bicdl2	17	BICDL2	16
4933412E24Rik	15	CXorf49B	X
4933412E24Rik	15	CXorf49	X
Syne2	12	SYNE2	14
Hadhb	5	HADHB	2
Mfap3l	8	MFAP3L	4
Zdhhc5	2	ZDHHC5	11
Gm29866	Y	SYCP3	12
BC024978	7	C19orf54	19
Gtf3c1	7	GTF3C1	16
Banf1	19	BANF1	11
Pramel21	4	PRAMEF18	1
Pramel21	4	PRAMEF2	1
Pramel21	4	PRAMEF4	1
Pramel21	4	PRAMEF13	1
Pramel21	4	PRAMEF10	1
Pramel21	4	PRAMEF11	1
Pramel21	4	PRAMEF1	1
Pramel21	4	PRAMEF6	1
Pramel21	4	PRAMEF5	1
Pramel21	4	PRAMEF33	1
Pramel21	4	PRAMEF7	1
Pramel21	4	PRAMEF8	1
Wdr72	9	WDR72	15
Ube2e3	2	UBE2E3	2
Prkag2	5	PRKAG2	7
Plcl2	17	PLCL2	3
Galnt13	2	GALNT13	2
Crtam	9	CRTAM	11
Eif3f	7	EIF3F	11
Zmat4	8	ZMAT4	8
Fbxl22	9	FBXL22	15
Mir330	7	MIR330	19
Nab2	10	NAB2	12
Rsph3a	17	RSPH3	6
Hs6st1	1	HS6ST1	2
Helz	11	HELZ	17
Sult1e1	5		4
Sult1e1	5	SULT1E1	4
Pramel49	5	PRAMEF18	1
Pramel49	5	PRAMEF2	1
Pramel49	5	PRAMEF4	1
Pramel49	5	PRAMEF13	1
Pramel49	5	PRAMEF10	1
Pramel49	5	PRAMEF11	1
Pramel49	5	PRAMEF1	1
Pramel49	5	PRAMEF6	1
Pramel49	5	PRAMEF5	1
Pramel49	5	PRAMEF33	1
Pramel49	5	PRAMEF7	1
Pramel49	5	PRAMEF8	1
Gabrr2	4	GABRR2	6
Lats1	10	LATS1	6
Dcn	10	DCN	12
Gm23422	1	RNU6-1156P	11
Gm23422	1	RNU6-1000P	4
Actl7a	4	ACTL7A	9
Tulp1	17	TULP1	6
Esam	9	ESAM	11
Nemp1	10	NEMP1	12
Srgn	10	SRGN	10
Msh5	17	MSH5	6
Msh5	17	MSH5-SAPCD1	6
Adcy8	15	ADCY8	8
Nrarp	2	NRARP	9
Mug2	6	PZP	12
F8a	X	F8A1	X
F8a	X	F8A2	X
Cdh24	14	CDH24	14
1700011L22Rik	8	C4orf51	4
Gm45261	1	CCDC195	2
Gnat3	5	GNAT3	7
Gm26032	7	SNORD116-5	15
Gm26032	7	SNORD116-1	15
Gm26032	7	SNORD116-3	15
2610301B20Rik	4	CFAP418	8
Olfr1495	19	OR10Q1	11
1520401A03Rik	17	GREP1	16
Med9	11	MED9	17
Bco1	8	BCO1	16
Spout1	2	SPOUT1	9
Hand1	11	HAND1	5
Gm20772	Y	SPIN2A	X
Cluap1	16	CLUAP1	16
Dynlt2a1	17	DYNLT2	6
Gm31571	Y	SYCP3	12
M6pr	6	M6PR	12
Prr3	17	PRR3	6
Sybu	15	SYBU	8
Rpp25	9	RPP25	15
Trbv3	6	TRBV2	7
Cer1	4	CER1	9
Tcp10a	17	TCP10L2	6
Ffar1	7	FFAR1	19
Cnnm2	19	CNNM2	10
Fam151a	4	FAM151A	1
Pramel41	5	PRAMEF18	1
Pramel41	5	PRAMEF2	1
Pramel41	5	PRAMEF4	1
Pramel41	5	PRAMEF13	1
Pramel41	5	PRAMEF10	1
Pramel41	5	PRAMEF11	1
Pramel41	5	PRAMEF1	1
Pramel41	5	PRAMEF6	1
Pramel41	5	PRAMEF5	1
Pramel41	5	PRAMEF33	1
Pramel41	5	PRAMEF7	1
Pramel41	5	PRAMEF8	1
Rere	4	RERE	1
Plaur	7	PLAUR	19
Gm22362	6		4
Prrt4	6	PRRT4	7
Krt73	15	KRT73	12
H1f2	13	H1-2	6
Uggt1	1	UGGT1	2
Cfb	17		6
Cfb	17	CFB	6
Wee1	7	WEE1	11
Pigyl	9	PIGY	4
Olfr964-ps1	9	OR13C7	9
Foxk2	11	FOXK2	17
Adgra2	8	ADGRA2	8
Zfc3h1	10	ZFC3H1	12
Mrps28	3	MRPS28	8
Cbx1	11	CBX1	17
Gstk1	6	GSTK1	7
Rhpn2	7	RHPN2	19
Itgb6	2	ITGB6	2
Tnfsf13b	8	TNFSF13B	13
C1qtnf4	2	C1QTNF4	11
Gm5945	X	CLDN34	X
Osmr	15	OSMR	5
Synpo	18	SYNPO	5
Gucy1a2	9	GUCY1A2	11
Gm25848	16	SNORA79	14
Sema3f	9	SEMA3F	3
	10	SNORD100	6
Sf3b3	8	SF3B3	16
Calm3	7	CALM3	19
Eif3j2	18	EIF3J	15
Ptpn4	1	PTPN4	2
Mir484	16	MIR484	16
Spata31d1d	13	SPATA31D4	9
Spata31d1d	13	SPATA31D3	9
Olfr1192-ps1	2	OR4P4	11
Dyrk2	10	DYRK2	12
Gpc3	X	GPC3	X
Scg3	9	SCG3	15
Gjc3	5	GJC3	7
Ctsg	14	CTSG	14
Pla2g2d	4	PLA2G2D	1
Fabp5	3	FABP5	8
Rnaseh2c	19	RNASEH2C	11
Def6	17	DEF6	6
Ceacam11	7	CEACAM21	19
Gm20547	17		6
Gm20547	17	CFB	6
Ccdc61	7	CCDC61	19
Zmym6	4	ZMYM6	1
Rcor2	19	RCOR2	11
Wasf2	4	WASF2	1
Rasd2	8	RASD2	22
Arap3	18	ARAP3	5
Scarf2	16	SCARF2	22
Cdkn3	14	CDKN3	14
Xrcc1	7	XRCC1	19
Nek9	12	NEK9	14
Gm20747	Y	SPIN2A	X
Slf1	13	SLF1	5
