mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome
Trbv13-2	6	TRBV10-1	7
Trbv13-2	6	TRBV10-2	7
Trbv13-2	6	TRBV10-3	7
Ppp2r5b	19	PPP2R5B	11
Miox	15	MIOX	22
Mtpn	6	MTPN	7
Hsd17b12	2	HSD17B12	11
Trpm7	2	TRPM7	15
Commd6	14	COMMD6	13
Zfp457	13	ZNF85	19
Zfp457	13	ZNF682	19
Zfp457	13	ZNF724	19
Rap1gds1	3	RAP1GDS1	4
Cnrip1	11	CNRIP1	2
Zcchc9	13	ZCCHC9	5
Cphx1	14		16
Cphx1	14	CPHXL	16
Csrp2	10	CSRP2	12
Tox4	14	TOX4	14
Pigk	3	PIGK	1
Gm22811	10	RPPH1-3P	4
Agpat4	17	AGPAT4	6
Iah1	12	IAH1	2
Esm1	13	ESM1	5
Commd4	9	COMMD4	15
Spata6l	19	SPATA6L	9
Olfr270	4	OR13D1	9
Ilrun	17	ILRUN	6
Gucy1b1	3	GUCY1B1	4
Gli3	13	GLI3	7
Hnrnpdl	5	HNRNPDL	4
Rabl2	15	RABL2B	22
Chic1	X	CHIC1	X
Gm24950	11	RNU2-1	17
Gm24950	11		17
Bloc1s6	2	BLOC1S6	15
Mrrf	2	MRRF	9
Ank2	3	ANK2	4
C2	17	C2	6
Vldlr	19	VLDLR	9
Ift74	4	IFT74	9
Pdzd4	X	PDZD4	X
	JH584298.1	PRAMEF18	1
	JH584298.1	PRAMEF2	1
	JH584298.1	PRAMEF4	1
	JH584298.1	PRAMEF13	1
	JH584298.1	PRAMEF10	1
	JH584298.1	PRAMEF11	1
	JH584298.1	PRAMEF1	1
	JH584298.1	PRAMEF6	1
	JH584298.1	PRAMEF5	1
	JH584298.1	PRAMEF33	1
	JH584298.1	PRAMEF7	1
	JH584298.1	PRAMEF8	1
Rasgef1c	11	RASGEF1C	5
Gm6592	X	SSX4B	X
Gm6592	X	SSX2	X
Gm23298	12	RNU6-1111P	15
Rps7	12	RPS7	2
	16	SNORA17A	9
Crat	2	CRAT	9
Gm26433	7	SNORD116-5	15
Gm26433	7	SNORD116-1	15
Gm26433	7	SNORD116-3	15
Fbxo10	4	FBXO10	9
Hapln1	13	HAPLN1	5
Strbp	2	STRBP	9
Snord116l14	7	SNORD116-5	15
Snord116l14	7	SNORD116-1	15
Snord116l14	7	SNORD116-3	15
Ighv1-84	12	IGHV1-45	14
Ighv1-84	12	IGHV1-46	14
Ighv1-84	12	IGHV1-58	14
Ighv1-84	12	IGHV1-3	14
Ighv1-84	12	IGHV1-69	14
Ighv1-84	12	IGHV1-69-2	14
Ighv1-84	12	IGHV1-69D	14
Olfr1042	2	OR5AL1	11
Gpr55	1	GPR55	2
Aebp1	11	AEBP1	7
Mterf2	10	MTERF2	12
Siah2	3	SIAH2	3
Gm45234	6	ATN1	12
Oprm1	10	OPRM1	6
Mapk13	17	MAPK13	6
Zfp273	13	ZNF195	11
Med30	15	MED30	8
Gm28553	Y	SYCP3	12
Mrpl19	6	MRPL19	2
Ubap1	4	UBAP1	9
Apol7e	15	APOL3	22
Apol7e	15	APOL4	22
Apol7e	15	APOL2	22
Apol7e	15	APOL1	22
Trim32	4	TRIM32	9
Arsa	15	ARSA	22
Prok2	6	PROK2	3
Polr2l	7	POLR2L	11
Atmin	8	ATMIN	16
Ces1d	8	CES1	16
Senp7	16	SENP7	3
Bcl11a	11	BCL11A	2
Tubb5	17	TUBB	6
Serp1	3	SERP1	3
Mir130a	2	MIR130A	11
Poc5	13	POC5	5
Lypd4	7	LYPD4	19
Stam	2	STAM	10
Wnt6	1	WNT6	2
Myh6	14	MYH6	14
Gm25253	1	RNU6-118P	11
Taar8a	10	TAAR8	6
Wdr72	9	WDR72	15
Prss8	7	PRSS8	16
Ptgr1	4	PTGR1	9
Galnt4	10	POC1B-GALNT4	12
Galnt4	10	GALNT4	12
Pla2g4b	2	JMJD7-PLA2G4B	15
Ndst1	18	NDST1	5
Snord116l10	7	SNORD116-5	15
Snord116l10	7	SNORD116-1	15
Snord116l10	7	SNORD116-3	15
Amtn	5	AMTN	4
Gm24460	X		7
Tfap4	16	TFAP4	16
Arhgap15	2	ARHGAP15	2
Noc4l	5	NOC4L	12
Syt1	10	SYT1	12
Gm24626	5	RNU1-14P	7
Gnmt	17	GNMT	6
Ino80e	7	INO80E	16
Slc25a36	9	SLC25A36	3
Usp48	4	USP48	1
Bco2	9	BCO2	11
Fance	17	FANCE	6
Map4k5	12	MAP4K5	14
Ramac	7	RAMACL	6
Ramac	7	RAMAC	15
Trp53bp1	2	TP53BP1	15
Ddx24	12	DDX24	14
Snca	6	SNCA	4
Cnksr1	4	CNKSR1	1
Kynu	2	KYNU	2
Ambp	4	AMBP	9
Gpsm1	2	GPSM1	9
Olfr520	7	OR2AT4	11
Ifitm10	7	IFITM10	11
Serpinf1	11	SERPINF1	17
Nccrp1	7	NCCRP1	19
Ndufb11b	15	NDUFB11	X
Wdr25	12	WDR25	14
Atxn3	12	ATXN3L	X
Atxn3	12	ATXN3	14
Gm43720	5	GPC2	7
Nmnat1	4	NMNAT1	1
Il9r	11	IL9R	X
	18	RNY1P15	9
	18	RNY1P10	16
Olfr1099	2	OR8H3	11
Olfr161	16	OR1F1	16
Mrpl48	7	MRPL48	11
Zfp593	4	ZNF593	1
Gm22417	7	SNORD116-5	15
Gm22417	7	SNORD116-1	15
Gm22417	7	SNORD116-3	15
Kat8	7	KAT8	16
Opn1mw	X	OPN1MW2	X
Lrriq1	10	LRRIQ1	12
Ckap2	8	CKAP2	13
Sf3b5	10	SF3B5	6
Dio2	12	DIO2	14
Brf1	12	BRF1	14
Exosc9	3	EXOSC9	4
Poldip3	15	POLDIP3	22
Hnrnpa2b1	6	HNRNPA2B1	7
Ctnnal1	4	CTNNAL1	9
Gcat	15	GCAT	22
Gm50388	19	B4GAT1	11
Rnase2a	14	RNASE3	14
Tmem14c	13	TMEM14C	6
Gm26099	X	RNU6-998P	4
Upk3bl	5	POLR2J3	7
Upk3bl	5		7
Upk3bl	5	UPK3BL1	7
Upk3bl	5	UPK3BL2	7
Gm24817	1	RNU6-897P	6
Gm25597	7	SNORD116-5	15
Gm25597	7	SNORD116-1	15
Gm25597	7	SNORD116-3	15
Arl10	13	ARL10	5
Tmprss12	15	TMPRSS12	12
	5	RNU6-1238P	11
Ccer1	10	CCER1	12
Tedc2	17	TEDC2	16
Tspan8	10	TSPAN8	12
Sowaha	11	SOWAHA	5
Farsb	1	FARSB	2
Zfp92	X	ZFP92	X
Spsb1	4	SPSB1	1
Zfp874b	13	ZNF195	11
Lcn11	2	PAEP	9
Surf1	2	SURF1	9
Olfr592	7	OR52J3	11
Gm24735	8	RNU6-925P	8
Gm22973	12	RNU2-1	17
Gm22973	12		17
Hdac11	6	HDAC11	3
Cyp2r1	7	CYP2R1	11
Imp4	1	IMP4	2
Anapc10	8	ANAPC10	4
Gh	11	GH2	17
Gh	11	CSH1	17
Apol7a	15	APOL3	22
Apol7a	15	APOL4	22
Apol7a	15	APOL2	22
Apol7a	15	APOL1	22
Havcr1	11	HAVCR1	5
Rnf103	6	RNF103	2
Krt1	15	KRT1	12
Homer2	7	HOMER2	15
Car6	4	CA6	1
Ginm1	10	GINM1	6
4930524B15Rik	11	C5orf47	5
Mir124a-1	14	MIR124-1	8
Vxn	1	VXN	8
H2-DMb2	17	HLA-DMB	6
H2-DMb2	17		6
Esrrb	12	ESRRB	14
Olfr623	7	OR51B6	11
Snapc1	12	SNAPC1	14
Slc25a38	9	SLC25A38	3
Pomt1	2	POMT1	9
Mog	17	MOG	6
Crispld1	1	CRISPLD1	8
Amer2	14	AMER2	13
Dnah17	11	DNAH17	17
Ddt	10	DDT	22
Tmem161a	8	TMEM161A	19
Dusp2	2	DUSP2	2
Kctd4	14	KCTD4	13
Mir675	7	MIR675	11
Pus10	11	PUS10	2
Negr1	3	NEGR1	1
Cited2	10	CITED2	6
Kti12	4		1
Kti12	4	KTI12	1
Olfr181	16	OR5K4	3
Ppp3r1	11		2
Ppp3r1	11	PPP3R1	2
Mrpl14	17	MRPL14	6
Klrg2	6	KLRG2	7
B3gat1	9	B3GAT1	11
Gm23096	3	RNU6-57P	13
Gm13040	4	PRAMEF18	1
Gm13040	4	PRAMEF2	1
Gm13040	4	PRAMEF4	1
Gm13040	4	PRAMEF13	1
Gm13040	4	PRAMEF10	1
Gm13040	4	PRAMEF11	1
Gm13040	4	PRAMEF1	1
Gm13040	4	PRAMEF6	1
Gm13040	4	PRAMEF5	1
Gm13040	4	PRAMEF33	1
Gm13040	4	PRAMEF7	1
Gm13040	4	PRAMEF8	1
4833439L19Rik	13	KIAA1191	5
Tspan3	9	TSPAN3	15
Clca4a	3	CLCA4	1
Ighv1-62-2	12	IGHV1-45	14
Ighv1-62-2	12	IGHV1-46	14
Ighv1-62-2	12	IGHV1-58	14
Ighv1-62-2	12	IGHV1-3	14
Ighv1-62-2	12	IGHV1-69	14
Ighv1-62-2	12	IGHV1-69-2	14
Ighv1-62-2	12	IGHV1-69D	14
Gm24203	4		12
Epha3	16	EPHA3	3
Pank3	11	PANK3	5
Ighv8-9	12	IGHV2OR16-5	16
Ighv8-9	12	IGHV2-5	14
Ighv8-9	12	IGHV2-70D	14
Ighv8-9	12	IGHV2-70	14
Tmem212	3	TMEM212	3
Ighv9-2	12	IGHV7-4-1	14
Ighv9-2	12	IGHV7-81	14
Kcns2	15	KCNS2	8
Frg2f1	4	FRG2	4
Mindy2	9	MINDY2	15
Gm49345	13	ZNF85	19
Gm49345	13	ZNF682	19
Gm49345	13	ZNF724	19
H2-Q2	17	HLA-E	6
Plcxd2	16	PLCXD2	3
Lrp2bp	8	LRP2BP	4
Fam32a	8	FAM32A	19
Srrm4	5	SRRM4	12
	3	RN7SKP18	6
	3	RN7SKP51	6
Sec23ip	7	SEC23IP	10
Ctrl	8	CTRL	16
Fgb	3	FGB	4
Dchs2	3	DCHS2	4
	10	RNU6-1107P	11
Gm20814	Y	SYCP3	12
Spsb3	17	SPSB3	16
Olfr1051	2	OR8K5	11
Etaa1	11	ETAA1	2
Olfr635	7	OR51Q1	11
Gm26130	17	SNORA29	6
Gmpr2	14	GMPR2	14
Mir135a-2	10	MIR135A2	12
Matn1	4	MATN1	1
Slx4	16	SLX4	16
Ikbkg	X	IKBKG	X
Cc2d2a	5	CC2D2A	4
Surf6	2	SURF6	9
Folr1	7	FOLR1	11
Snord111	8	SNORD111	16
Spin2g	X	SPIN2A	X
Gadd45a	6	GADD45A	1
Ccp110	7	CCP110	16
Ndufs4	13	NDUFS4	5
Mkrn1	6	MKRN1	7
Sncg	14	SNCG	10
Slc9a1	4	SLC9A1	1
Fam228b	12		2
Fam228b	12	FAM228B	2
Crb2	2	CRB2	9
Tom1l1	11	TOM1L1	17
Erich5	15	ERICH5	8
Mmp15	8	MMP15	16
Aldh3a1	11	ALDH3A1	17
Tex261	6	TEX261	2
Thap2	10		12
Khdc1b	1		6
Khdc1b	1	KHDC1L	6
Cplane2	4	CPLANE2	1
Vps33a	5		12
Vps33a	5	VPS33A	12
Rlf	4	RLF	1
Iars	13	IARS1	9
Pou5f2	13	POU5F2	5
Gm20911	Y	SYCP3	12
R3hcc1	14	R3HCC1	8
Cldn15	5	CLDN15	7
Jmy	13	JMY	5
Fam172a	13	FAM172A	5
Gm29276	Y	SYCP3	12
Prr3	17	PRR3	6
Baalc	15	BAALC	8
Apom	17	APOM	6
Ighv14-1	12	IGHV1-45	14
Ighv14-1	12	IGHV1-46	14
Ighv14-1	12	IGHV1-58	14
Ighv14-1	12	IGHV1-3	14
Ighv14-1	12	IGHV1-69	14
Ighv14-1	12	IGHV1-69-2	14
Ighv14-1	12	IGHV1-69D	14
Mrpl57	14	MRPL57	13
Serpina1e	12	SERPINA1	14
Rsbn1l	5	RSBN1L	7
Gxylt2	6	GXYLT2	3
C1qtnf4	2	C1QTNF4	11
Trav6-1	14	TRAV9-2	14
Fhl3	4	FHL3	1
Babam1	8	BABAM1	19
Babam1	8		19
Olfr406	11	OR1P1	17
Gm23895	18	RNU1-84P	11
Snai2	16	SNAI2	8
Crkl	16	CRKL	22
Cfi	3		4
Cfi	3	CFI	4
Neil2	14	NEIL2	8
Anxa13	15	ANXA13	8
Egflam	15	EGFLAM	5
Scrib	15	SCRIB	8
Mpp1	X	MPP1	X
Brd1	15	BRD1	22
Smad1	8	SMAD1	4
Hecw2	1	HECW2	2
Gne	4	GNE	9
Tagln3	16	TAGLN3	3
Tktl2	8	TKTL2	4
Ralgapa1	12	RALGAPA1	14
Pmpcb	5	PMPCB	7
Spats2l	1	SPATS2L	2
Dao	5	DAO	12
Slc35d1	4	SLC35D1	1
Shd	17	SHD	19
Tmem167	13	TMEM167A	5
Wnt9b	11	WNT9B	17
Gm13304	4	CCL21	9
Nr2e1	10	NR2E1	6
Ankrd34b	13	ANKRD34B	5
Pdia2	17	PDIA2	16
Otud6b	4	OTUD6B	8
Il12b	11	IL12B	5
Gm25582	9		7
Gm22302	7	RNU6-1104P	7
Dock3	9	DOCK3	3
Eef1akmt3	10	EEF1AKMT3	12
1700018B08Rik	8		16
1700018B08Rik	8	C16orf95	16
Rhcg	7	RHCG	15
Gins2	8	GINS2	16
Adcy4	14	ADCY4	14
Gm22886	18	RNU6-611P	19
Crb3	17	CRB3	19
Zfp839	12	ZNF839	14
Nav3	10	NAV3	12
Gpr182	10	GPR182	12
Gm20831	Y	SPIN2A	X
Iqck	7	IQCK	16
Magea9	X	MAGEA10	X
Slc6a11	6	SLC6A11	3
Ighv1-18	12	IGHV1-45	14
Ighv1-18	12	IGHV1-46	14
Ighv1-18	12	IGHV1-58	14
Ighv1-18	12	IGHV1-3	14
Ighv1-18	12	IGHV1-69	14
Ighv1-18	12	IGHV1-69-2	14
Ighv1-18	12	IGHV1-69D	14
Slc25a28	19	SLC25A28	10
Bpifc	10	BPIFC	22
Reps1	10	REPS1	6
Gm20817	Y	SYCP3	12
Rab5c	11	RAB5C	17
	7	RN7SKP294	8
St13	15	ST13	22
Mblac1	5	MBLAC1	7
Lhcgr	17	LHCGR	2
Lhcgr	17		2
Nub1	5	NUB1	7
Ighv1-67	12	IGHV1-45	14
Ighv1-67	12	IGHV1-46	14
Ighv1-67	12	IGHV1-58	14
Ighv1-67	12	IGHV1-3	14
Ighv1-67	12	IGHV1-69	14
Ighv1-67	12	IGHV1-69-2	14
Ighv1-67	12	IGHV1-69D	14
Lsp1	7	LSP1	11
Wnk3	X	WNK3	X
Cpeb2	5	CPEB2	4
Slc36a2	11	SLC36A2	5
Rbm10	X	RBM10	X
Cnga1	5	CNGA1	4
Cyp24a1	2	CYP24A1	20
Pals2	6	PALS2	7
Cdnf	2	CDNF	10
Cyba	8	CYBA	16
Thap1	8	THAP1	8
Strc	2	STRC	15
En2	5	EN2	7
Cd300ld3	11	CD300LF	17
Sorcs3	19	SORCS3	10
Ddx25	9	DDX25	11
Lilr4b	10	LAIR2	19
Fam110c	12	FAM110C	2
Gm20897	Y	SYCP3	12
Tubb4b	2	TUBB4B	9
Ing1	8	ING1	13
Sulf1	1	SULF1	8
Serpinb9	13	SERPINB9	6
Fam205a1	4	FAM205A	9
Cav2	6	CAV2	7
Pak1ip1	13	PAK1IP1	6
Pitx3	19	PITX3	10
Spem2	11	SPEM2	17
Gm21943	Y	SPIN2A	X
Usp28	9	USP28	11
Ccdc54	16	CCDC54	3
Vars2	17	VARS2	6
Fam222a	5	FAM222A	12
Olah	2	OLAH	10
Sympk	7	SYMPK	19
Ric8b	10	RIC8B	12
Ubr2	17	UBR2	6
Ighv1-64	12	IGHV1-45	14
Ighv1-64	12	IGHV1-46	14
Ighv1-64	12	IGHV1-58	14
Ighv1-64	12	IGHV1-3	14
Ighv1-64	12	IGHV1-69	14
Ighv1-64	12	IGHV1-69-2	14
Ighv1-64	12	IGHV1-69D	14
Ptger1	8	PTGER1	19
Gjb3	4	GJB3	1
Mtmr12	15	MTMR12	5
Mir322	X	MIR424	X
Cdk20	13	CDK20	9
Map3k10	7	MAP3K10	19
Zyg11a	4	ZYG11A	1
Ttll7	3	TTLL7	1
Nampt	12	NAMPT	7
Slc5a2	7	SLC5A2	16
Slc1a2	2	SLC1A2	11
Med9	11	MED9	17
Hmcn2	2	HMCN2	9
Mcm10	2	MCM10	10
Tcp10c	17	TCP10L2	6
Adamts13	2	ADAMTS13	9
Cdc42bpg	19	CDC42BPG	11
Phox2a	7	PHOX2A	11
Phf20l1	15	PHF20L1	8
Rusf1	7	RUSF1	16
Olfr675	7	OR52E6	11
Gm28038	2		9
Tmem18	12	TMEM18	2
Pou2f3	9	POU2F3	11
Samd5	10	SAMD5	6
Uck1	2	UCK1	9
Map4k2	19	MAP4K2	11
Sugt1	14	SUGT1	13
Zfp72	13	ZNF195	11
Paqr3	5	PAQR3	4
Cdh6	15	CDH6	5
Prkar2b	12	PRKAR2B	7
Gfi1b	2	GFI1B	9
Il9	13	IL9	5
Ctag2	X	CTAG1B	X
Ctag2	X	CTAG2	X
Inhbb	1	INHBB	2
Gm28557	13	ZNF195	11
Gm23483	16	RNU6-194P	6
	17	RN7SKP266	7
Trappc14	5	TRAPPC14	7
Dlx6	6	DLX6	7
Tubgcp4	2	TUBGCP4	15
Nyx	X	NYX	X
Pramel26	4	PRAMEF18	1
Pramel26	4	PRAMEF2	1
Pramel26	4	PRAMEF4	1
Pramel26	4	PRAMEF13	1
Pramel26	4	PRAMEF10	1
Pramel26	4	PRAMEF11	1
Pramel26	4	PRAMEF1	1
Pramel26	4	PRAMEF6	1
Pramel26	4	PRAMEF5	1
Pramel26	4	PRAMEF33	1
Pramel26	4	PRAMEF7	1
Pramel26	4	PRAMEF8	1
Spata31d1b	13	SPATA31D4	9
Spata31d1b	13	SPATA31D3	9
Bcl2a1d	9	BCL2A1	15
Dnaaf6b	X	DNAAF6	X
Rasa1	13	RASA1	5
Tmem203	2	TMEM203	9
Foxo3	10	FOXO3	6
Gm20916	Y	SYCP3	12
Prtn3	10	PRTN3	19
Tbpl1	10	TBPL1	6
Rims3	4	RIMS3	1
Ccdc191	16	CCDC191	3
Gm24233	12	SNORA26	4
Gm24233	12		4
Ucp3	7	UCP3	11
Gm21454	Y	SPIN2A	X
Ptprz1	6	PTPRZ1	7
Gzmg	14	GZMB	14
Cracdl	1	CRACDL	2
Cldn34b3	X	CLDN34	X
Soga3	10		6
Pars2	4	PARS2	1
Slc4a10	2	SLC4A10	2
Btk	X	BTK	X
Rptor	11	RPTOR	17
Ccdc189	7	CCDC189	16
Gm23275	9	RNU6-92P	7
Ndst2	14		10
Ndst2	14	NDST2	10
Ripor2	13	RIPOR2	6
Rest	5	REST	4
4933412E24Rik	15	CXorf49B	X
4933412E24Rik	15	CXorf49	X
Lrwd1	5	LRWD1	7
Mpped2	2	MPPED2	11
Gm25979	10	SNORA70C	9
Gm25979	10		12
Gm25979	10	SNORA70G	12
Gm25979	10		8
Gm25979	10		17
Gm25979	10		19
Gm25979	10	SNORA70E	11
Olfr722	14	OR4N5	14
Dnase1l1	X	DNASE1L1	X
Plk1	7	PLK1	16
Cacna2d1	5	CACNA2D1	7
Fam25c	14	FAM25C	10
Fam25c	14	FAM25A	10
Sfr1	19	SFR1	10
Galnt14	17	GALNT14	2
Echs1	7	ECHS1	10
Zfp668	7	ZNF668	16
Ssna1	2	SSNA1	9
Gm45808	7	DHDH	19
Wdr92	11	DNAAF10	2
H2ab1	X	H2AB1	X
H2ab1	X	H2AB2	X
Trbv12-1	6	TRBV13	7
Gal3st2c	1	GAL3ST2	2
Lef1	3	LEF1	4
Micos10	4	MICOS10-NBL1	1
Micos10	4	MICOS10	1
Ndn	7	NDN	15
Fam166c	5	FAM166C	2
	15	RN7SKP151	11
	15	RN7SKP113	4
	15	RN7SKP167	10
Mybpc1	10	MYBPC1	12
Gm20905	Y	SYCP3	12
Trav2	14	TRAV4	14
Slc17a4	13	SLC17A4	6
Dlx2	2	DLX2	2
Lonrf3	X	LONRF3	X
Gcnt7	2	GCNT7	20
Ces1g	8	CES1	16
Olfr504	7	OR56B1	11
Wwp1	4	WWP1	8
Dcun1d2	8	DCUN1D2	13
Rab3c	13	RAB3C	5
Ftl1-ps1	13	FTL	19
Ighv1-63	12	IGHV1-45	14
Ighv1-63	12	IGHV1-46	14
Ighv1-63	12	IGHV1-58	14
Ighv1-63	12	IGHV1-3	14
Ighv1-63	12	IGHV1-69	14
Ighv1-63	12	IGHV1-69-2	14
Ighv1-63	12	IGHV1-69D	14
Myoz2	3	MYOZ2	4
Oaz1	10	OAZ1	19
Fam90a1a	8	FAM90A23P	8
Fam90a1a	8	FAM90A26	4
Fam90a1a	8	FAM90A14P	8
Slc44a3	3	SLC44A3	1
Fam110d	4	FAM110D	1
Gm28079	Y	SPIN2A	X
Med13	11	MED13	17
Elovl7	13	ELOVL7	5
Zfp493	13	ZNF195	11
Vsir	10	VSIR	10
Zc3hav1l	6	ZC3HAV1L	7
Gm24728	3		7
Washc2	6	WASHC2A	10
Gm24267	1	RNU6-656P	8
Pnpla1	17	PNPLA1	6
Lcn6	2		9
Lcn6	2	LCN6	9
Triqk	4	TRIQK	8
Phex	X	PHEX	X
Top3b	16	TOP3B	22
Kcnj1	9	KCNJ1	11
Nudt2	4	NUDT2	9
Cfap20	8	CFAP20	16
Gm23196	3	RNU6-998P	4
Ceacam12	7	CEACAM21	19
Gm28845	1	C2orf80	2
Actn1	12	ACTN1	14
Ano4	10	ANO4	12
Nid2	14	NID2	14
Stxbp4	11	STXBP4	17
Uba1	X	UBA1	X
Pramel13	4	PRAMEF18	1
Pramel13	4	PRAMEF2	1
Pramel13	4	PRAMEF4	1
Pramel13	4	PRAMEF13	1
Pramel13	4	PRAMEF10	1
Pramel13	4	PRAMEF11	1
Pramel13	4	PRAMEF1	1
Pramel13	4	PRAMEF6	1
Pramel13	4	PRAMEF5	1
Pramel13	4	PRAMEF33	1
Pramel13	4	PRAMEF7	1
Pramel13	4	PRAMEF8	1
Frmpd3	X	FRMPD3	X
Os9	10	OS9	12
Vasp	7	VASP	19
1700012P22Rik	4	C1orf158	1
	8	RNU6-595P	12
Spock1	13	SPOCK1	5
Gemin7	7	GEMIN7	19
Gm24491	X	RNU6-583P	4
Gm24491	X	RNU6-205P	4
Ssxb9	X	SSX4B	X
Ssxb9	X	SSX2	X
Slc29a3	10	SLC29A3	10
Zw10	9	ZW10	11
Cenpu	8	CENPU	4
Fbxo16	14	FBXO16	8
Dhh	15	DHH	12
Dtx4	19	DTX4	11
Krt80	15	KRT80	12
Adam29	8	ADAM29	4
Ap4s1	12	AP4S1	14
Atp6v0d2	4	ATP6V0D2	8
Nubp2	17	NUBP2	16
Tmprss7	16	TMPRSS7	3
Chl1	6	CHL1	3
Gpr107	2	GPR107	9
Gm22258	7	SNORD116-5	15
Gm22258	7	SNORD116-1	15
Gm22258	7	SNORD116-3	15
Lipm	19	LIPM	10
Gm24919	1	RNU6-529P	10
Sdcbp	4	SDCBP	8
Dnajc2	5	DNAJC2	7
Klk1b5	7	KLK2	19
Klk1b5	7	KLK1	19
Gm20737	Y	SPIN2A	X
Csgalnact2	6	CSGALNACT2	10
Gpr153	4	GPR153	1
Vip	10	VIP	6
Swap70	7	SWAP70	11
Dok4	8	DOK4	16
Lnpep	17	LNPEP	5
Ctdspl	9	CTDSPL	3
Prg3	2	PRG3	11
Rgs20	1	RGS20	8
Scg3	9	SCG3	15
Rbsn	6	RBSN	3
Fam102a	2	FAM102A	9
Amdhd1	10	AMDHD1	12
Fbn2	18	FBN2	5
Hoxc6	15	HOXC6	12
Gm25894	19	SNORD26	11
Dlx4	11	DLX4	17
Minar2	18	MINAR2	5
H1f1	13	H1-1	6
Fam117a	11	FAM117A	17
Cep68	11	CEP68	2
Mrps25	6	MRPS25	3
Fam160a2	7	FHIP1B	11
9330159F19Rik	10	KIAA0408	6
Gm3286	5	PRAMEF18	1
Gm3286	5	PRAMEF2	1
Gm3286	5	PRAMEF4	1
Gm3286	5	PRAMEF13	1
Gm3286	5	PRAMEF10	1
Gm3286	5	PRAMEF11	1
Gm3286	5	PRAMEF1	1
Gm3286	5	PRAMEF6	1
Gm3286	5	PRAMEF5	1
Gm3286	5	PRAMEF33	1
Gm3286	5	PRAMEF7	1
Gm3286	5	PRAMEF8	1
Lta4h	10	LTA4H	12
Acod1	14	ACOD1	13
Krt82	15	KRT82	12
Gm20509	9	KHDC3L	6
Arhgef16	4	ARHGEF16	1
Tdpoz9	3	SPOP	17
Slc38a8	8	SLC38A8	16
Unc5a	13	UNC5A	5
Pdpr	8	PDPR	16
Mir877	17	MIR877	6
Vaultrc5	18		17
Serpina9	12	SERPINA9	14
Fam180a	6	FAM180A	7
Gzmc	14	GZMB	14
Atp8a1	5	ATP8A1	4
Stac3	10	STAC3	12
Aldh18a1	19	ALDH18A1	10
Tmem39a	16	TMEM39A	3
Dnaja3	16	DNAJA3	16
Med22	2	MED22	9
Slc9a9	9	SLC9A9	3
Cacna1b	2	CACNA1B	9
St8sia2	7	ST8SIA2	15
Chordc1	9	CHORDC1	11
Olfr1038-ps	2	OR8U3	11
Nr1d1	11	NR1D1	17
Frs3	17	FRS3	6
Sema4f	6	SEMA4F	2
Ildr1	16	ILDR1	3
Tigar	6	TIGAR	12
Abce1	8	ABCE1	4
Il17b	18	IL17B	5
Nemp2	1	NEMP2	2
Decr1	4	DECR1	8
Fam181b	7	FAM181B	11
Septin8	11	SEPTIN8	5
Akr1d1	6	AKR1D1	7
Ercc1	7	ERCC1	19
Vipr2	12	VIPR2	7
Deptor	15	DEPTOR	8
Caly	7	CALY	10
Serpinb9b	13	SERPINB9	6
Slco3a1	7	SLCO3A1	15
Sh3glb2	2	SH3GLB2	9
Pi15	1	PI15	8
Gm7102	19	MPLKIP	7
Ubr5	15	UBR5	8
Cryab	9	CRYAB	11
Rbm22	18	RBM22	5
Cntn4	6	CNTN4	3
Adi1	12	ADI1	2
Gucy1a2	9	GUCY1A2	11
Gm33815	Y	SPIN2A	X
Gzf1	2	GZF1	20
Pfkp	13	PFKP	10
Pknox2	9	PKNOX2	11
Slc2a6	2	SLC2A6	9
Gngt2	11	GNGT2	17
Dmtf1	5	DMTF1	7
Stx1b	7	STX1B	16
Pgm2l1	7	PGM2L1	11
Gm24317	4	RNU6-1074P	4
Mthfs	9	MTHFS	15
Mthfs	9	ST20-MTHFS	15
Mir9-3	7	MIR9-3	15
Cdk17	10	CDK17	12
Epb41l4a	18	EPB41L4A	5
Carmil2	8	CARMIL2	16
Nrbp2	15	NRBP2	8
Snord116l17	7	SNORD116-5	15
Snord116l17	7	SNORD116-1	15
Snord116l17	7	SNORD116-3	15
Knop1	7	KNOP1	16
Gm26418	1		12
Rdh10	1	RDH10	8
Cox6a1	5	COX6A1	12
Rxfp1	3	RXFP1	4
Ppp6c	2	PPP6C	9
Arhgef19	4	ARHGEF19	1
Snx18	13	SNX18	5
Ggct	6	GGCT	7
Ggct	6		7
Ptpre	7	PTPRE	10
Nat3	8	NAT1	8
Arhgef25	10	ARHGEF25	12
Arhgef25	10		12
Kif20a	18	KIF20A	5
Ssxa1	X	SSX4B	X
Ssxa1	X	SSX2	X
Lrrn1	6	LRRN1	3
Tomm6	17	TOMM6	6
Icos	1	ICOS	2
Txk	5	TXK	4
Ifnl3	7	IFNL2	19
Bcar1	8	BCAR1	16
Gm22123	11	MIR4657	7
Pramel33	5	PRAMEF18	1
Pramel33	5	PRAMEF2	1
Pramel33	5	PRAMEF4	1
Pramel33	5	PRAMEF13	1
Pramel33	5	PRAMEF10	1
Pramel33	5	PRAMEF11	1
Pramel33	5	PRAMEF1	1
Pramel33	5	PRAMEF6	1
Pramel33	5	PRAMEF5	1
Pramel33	5	PRAMEF33	1
