human_gene_symbol	human_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	is_tf	database_tf
FOXP3	X	protein	intracellular	intracellular	3	FALSE	ComPPI, LOCATE, OmniPath, GO_Intercell, UniProt	TRUE	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;HTRIdb;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;GEREDB_CollecTRI;CytReg_CollecTRI;IntAct_CollecTRI;IntAct_DoRothEA;SIGNOR_CollecTRI
FOXP4	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, OmniPath, ComPPI, UniProt	TRUE	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI
FOXQ1	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI	TRUE	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR;SIGNOR_CollecTRI;GOA_CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA
FOXR1	11	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath, LOCATE	FALSE	NA
FOXR2	X	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	FALSE	NA
FOXRED1	11	protein	intracellular, transmembrane	intracellular, transmembrane_predicted, transmembrane	4	TRUE	ComPPI, Phobius, GO_Intercell, UniProt, OmniPath, Ramilowski_location	FALSE	NA
FOXRED2	22	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, UniProt	FALSE	NA
FOXS1	20	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	TRUE	CollecTRI;GOA_CollecTRI;SIGNOR;SIGNOR_CollecTRI
FPGS	9	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	Ramilowski_location, ComPPI, GO_Intercell, OmniPath, LOCATE, UniProt	FALSE	NA
FPGT	1	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath, LOCATE	FALSE	NA
FPR1	19	protein	receptor, intracellular, class_a_rhodopsin_peptide_formylpeptide, plasma_membrane_transmembrane, extracellular, plasma_membrane, 7tm_a, rhodopsin, transmembrane, cell_surface, cell_adhesion, formyl_peptide, gpcr, class_a_rhodopsin_peptide, seven_transmembrane_7tm, formyl_peptide_fmlp_7tm_a, adhesion, cell_surface_ligand, class_a_rhodopsin	receptor, intracellular, plasma_membrane_transmembrane, extracellular, plasma_membrane, transmembrane, cell_surface, cell_adhesion, transmembrane_predicted, adhesion, cell_surface_ligand	17	TRUE	HGNC, OmniPath, GPCRdb, HPMR, UniProt, Surfaceome, connectomeDB2020, Cellinker, GO_Intercell, Almen2009, CellChatDB, Baccin2019, EMBRACE, talklr, Phobius, DGIdb, CellPhoneDB, ComPPI, Ramilowski2015, CellTalkDB, LRdb, scConnect, CellCellInteractions, Ramilowski_location, LOCATE, iTALK	FALSE	NA
FPR2	19	protein	receptor, seven_transmembrane_7tm, leukotriene, transmembrane, chemokine, intracellular, plasma_membrane_transmembrane, rhodopsin, plasma_membrane, extracellular, gpcr, cell_surface, class_a_rhodopsin_peptide, cell_adhesion, class_a_rhodopsin_peptide_formylpeptide, formyl_peptide_fmlp_7tm_a, cell_surface_ligand, 7tm_a, adhesion, formyl_peptide, class_a_rhodopsin	receptor, transmembrane, intracellular, plasma_membrane_transmembrane, plasma_membrane, extracellular, cell_surface, cell_adhesion, cell_surface_ligand, adhesion, transmembrane_predicted	18	TRUE	Guide2Pharma, HPMR, HGNC, Ramilowski_location, iTALK, scConnect, ICELLNET, ComPPI, OmniPath, LRdb, Surfaceome, Cellinker, UniProt, CellChatDB, Baccin2019, connectomeDB2020, GO_Intercell, GPCRdb, CellTalkDB, Almen2009, OPM, CellPhoneDB, DGIdb, Ramilowski2015, Phobius, talklr, CellCellInteractions	FALSE	NA
FRA10AC1	10	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
FRAS1	4	protein	transmembrane, cell_surface, plasma_membrane_transmembrane, intracellular, plasma_membrane, ecm, extracellular, glycoprotein	transmembrane, cell_surface, plasma_membrane_transmembrane, intracellular, plasma_membrane, ecm, transmembrane_predicted, extracellular	6	TRUE	Ramilowski_location, OmniPath, CSPA, UniProt, CellCellInteractions, Phobius, MatrixDB, ComPPI, LOCATE, TopDB, Matrisome, Membranome, Surfaceome	FALSE	NA
FRAT1	10	protein	intracellular	intracellular	3	FALSE	LOCATE, OmniPath, ComPPI, GO_Intercell, UniProt	FALSE	NA
FRAT2	10	protein	intracellular	intracellular	2	FALSE	OmniPath, LOCATE, GO_Intercell, ComPPI	FALSE	NA
FREM1	9	protein	adhesion, ecm, intracellular, matrix_adhesion, extracellular, secreted, mucin	adhesion, ecm, intracellular, matrix_adhesion, extracellular, secreted	4	TRUE	OmniPath, UniProt, MatrixDB, Zhong2015, ComPPI, Ramilowski_location, CellCellInteractions, HPA_secretome	TRUE	SIGNOR
FREM2	13	protein	transmembrane, matrix_adhesion, plasma_membrane_transmembrane, transmembrane_predicted, ecm, plasma_membrane, intracellular, cell_surface, extracellular, transmembrane_tmhmm, adhesion, mucin, transmembrane_phobius	transmembrane, matrix_adhesion, plasma_membrane_transmembrane, ecm, plasma_membrane, intracellular, cell_surface, extracellular, transmembrane_predicted, adhesion	7	TRUE	TopDB, UniProt, OmniPath, CSPA, CellCellInteractions, ComPPI, Surfaceome, Almen2009, LOCATE, MatrixDB, Phobius, Membranome, Ramilowski_location, Zhong2015	FALSE	NA
FREM3	4	protein	ecm, secreted, matrix_adhesion, adhesion, mucin	ecm, secreted, matrix_adhesion, adhesion	3	TRUE	OmniPath, MatrixDB, Zhong2015, HPA_secretome, UniProt, CellCellInteractions	FALSE	NA
FRG1	4	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	FALSE	NA
FRG2	4	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, UniProt	FALSE	NA
FRG2B	10	protein	intracellular	intracellular	2	FALSE	UniProt, OmniPath, GO_Intercell	FALSE	NA
FRG2C	3	protein	intracellular	intracellular	2	FALSE	UniProt, GO_Intercell, OmniPath	FALSE	NA
FRK	6	protein	intracellular, receptor	intracellular, receptor	3	FALSE	GO_Intercell, UniProt, OmniPath, LOCATE, ComPPI, scConnect	FALSE	NA
FRMD3	9	protein	transmembrane, intracellular_intercellular_related, transmembrane_tmhmm, transmembrane_sosui, transmembrane_predicted, intracellular, ferm_domain, transmembrane_phobius	transmembrane, intracellular_intercellular_related, transmembrane_predicted, intracellular	5	TRUE	UniProt, OmniPath, Almen2009, Phobius, ComPPI, HGNC, Ramilowski_location, GO_Intercell	FALSE	NA
FRMD4A	10	protein	intracellular_intercellular_related, intracellular, tight_junction, ferm_domain	intracellular_intercellular_related, intracellular, tight_junction	3	TRUE	OmniPath, GO_Intercell, HGNC, UniProt, ComPPI	FALSE	NA
FRMD4B	3	protein	intracellular, tight_junction, ferm_domain, intracellular_intercellular_related	intracellular, tight_junction, intracellular_intercellular_related	3	TRUE	ComPPI, OmniPath, GO_Intercell, HGNC, UniProt	FALSE	NA
FRMD5	15	protein	transmembrane, intracellular_intercellular_related, transmembrane_sosui, intracellular, transmembrane_tmhmm, transmembrane_predicted, transmembrane_phobius, ferm_domain	transmembrane_predicted, intracellular_intercellular_related, transmembrane, intracellular	6	TRUE	Phobius, OmniPath, LOCATE, Almen2009, UniProt, ComPPI, Ramilowski_location, GO_Intercell, HGNC	FALSE	NA
FRMD6	14	protein	intracellular_intercellular_related, intracellular, plasma_membrane, ferm_domain	intracellular_intercellular_related, intracellular, plasma_membrane	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI, HGNC	FALSE	NA
FRMD7	X	protein	intracellular, intracellular_intercellular_related, ferm_domain	intracellular, intracellular_intercellular_related	2	FALSE	ComPPI, OmniPath, GO_Intercell, HGNC	FALSE	NA
FRMD8	11	protein	intracellular, intracellular_intercellular_related, ferm_domain, plasma_membrane	intracellular, intracellular_intercellular_related, plasma_membrane	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell, HGNC	FALSE	NA
FRMPD1	9	protein	intracellular_intercellular_related, intracellular, plasma_membrane, ferm_domain	intracellular_intercellular_related, intracellular, plasma_membrane	3	FALSE	OmniPath, UniProt, ComPPI, HGNC, GO_Intercell	FALSE	NA
FRMPD2	10	protein	ferm_domain, plasma_membrane, intracellular_intercellular_related, tight_junction, intracellular, basolateral_cell_membrane	intracellular_intercellular_related, plasma_membrane, tight_junction, intracellular	4	TRUE	HGNC, OmniPath, UniProt, Ramilowski_location, ComPPI, GO_Intercell	FALSE	NA
FRMPD3	X	protein	transmembrane, intracellular_intercellular_related, intracellular, ferm_domain	transmembrane, intracellular_intercellular_related, intracellular	1	TRUE	Ramilowski_location, OmniPath, GO_Intercell, HGNC	FALSE	NA
FRMPD4	X	protein	intracellular, intracellular_intercellular_related, ferm_domain	intracellular, intracellular_intercellular_related	2	FALSE	OmniPath, GO_Intercell, LOCATE, ComPPI, HGNC	FALSE	NA
FRRS1	1	protein	transmembrane, cell_surface	transmembrane_predicted, transmembrane, cell_surface	4	TRUE	Phobius, UniProt, Surfaceome, OmniPath, Ramilowski_location	FALSE	NA
FRRS1L	9	protein	intracellular, transmembrane_predicted, plasma_membrane_transmembrane, transmembrane, transmembrane_tmhmm, plasma_membrane, transmembrane_phobius	intracellular, transmembrane, plasma_membrane_transmembrane, transmembrane_predicted, plasma_membrane	4	TRUE	OmniPath, Membranome, Phobius, Almen2009, UniProt, ComPPI, Ramilowski_location	FALSE	NA
FRS2	12	protein	intracellular	intracellular	3	FALSE	LOCATE, OmniPath, ComPPI, UniProt, GO_Intercell	FALSE	NA
FRS3	6	protein	ligand, secreted, intracellular	ligand, secreted, intracellular	2	FALSE	Cellinker, OmniPath, GO_Intercell, ComPPI, LOCATE	FALSE	NA
FRY	13	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	3	TRUE	ComPPI, Ramilowski_location, GO_Intercell, UniProt, Phobius, OmniPath	FALSE	NA
FRYL	4	protein	transmembrane, intracellular	transmembrane, intracellular	2	TRUE	Ramilowski_location, OmniPath, ComPPI, GO_Intercell	FALSE	NA
FRZB	2	protein	secreted, intracellular, ligand, frizzled_related, ligand_antagonist, ligand_regulator	secreted, intracellular, ligand, ligand_regulator	5	FALSE	Matrisome, OmniPath, GO_Intercell, HGNC, CellChatDB, Cellinker, HPA_secretome, CellPhoneDB, UniProt	FALSE	NA
FSBP	8	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	FALSE	NA
FSCN1	7	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt, LOCATE	FALSE	NA
FSCN2	17	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	OmniPath, ComPPI, GO_Intercell, UniProt, LOCATE	FALSE	NA
FSCN3	7	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI	FALSE	NA
FSD1	19	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	FALSE	NA
FSD1L	9	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
FSD2	15	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
FSHB	11	protein	ligand, secreted, hormone, intracellular, extracellular	ligand, secreted, intracellular, extracellular	15	FALSE	Baccin2019, OmniPath, iTALK, DGIdb, connectomeDB2020, Cellinker, Ramilowski2015, CellTalkDB, ComPPI, GO_Intercell, UniProt, CellCall, talklr, CellChatDB, CellPhoneDB, HPA_secretome, HPMR, LRdb, LOCATE, Guide2Pharma	FALSE	NA
FSHR	2	protein	receptor, transmembrane, gpcr, plasma_membrane, intracellular, 7tm_a, plasma_membrane_transmembrane, lgr_glycoprotein_hormones_relaxin_like_7tm_a, glycoprotein_hormone, rhodopsin, cell_surface, extracellular, class_a_rhodopsin, class_a_rhodopsin_protein, growth_factor, seven_transmembrane_7tm, class_a_rhodopsin_protein_glycoprotein_hormone	receptor, transmembrane, plasma_membrane, intracellular, transmembrane_predicted, plasma_membrane_transmembrane, cell_surface, extracellular	18	TRUE	Cellinker, OmniPath, HGNC, DGIdb, CellCellInteractions, connectomeDB2020, HPMR, Phobius, UniProt, LRdb, GO_Intercell, Baccin2019, Surfaceome, Almen2009, scConnect, CellChatDB, CellPhoneDB, LOCATE, TopDB, CellTalkDB, talklr, Guide2Pharma, GPCRdb, iTALK, CellCall, Ramilowski_location, Ramilowski2015	FALSE	NA
FSIP1	15	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
FSIP2	2	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
FST	5	protein	extracellular, secreted, ligand, ligand_agonist, ligand_antagonist, intracellular, ligand_regulator	extracellular, secreted, ligand, ligand_regulator, intracellular	4	FALSE	LOCATE, Matrisome, iTALK, CellChatDB, EMBRACE, CellTalkDB, OmniPath, HPA_secretome, UniProt, GO_Intercell	FALSE	NA
FSTL1	3	protein	secreted, sparc_ecm_regulator, intracellular, ligand_regulator, ligand, extracellular, sparc	secreted, sparc_ecm_regulator, intracellular, ligand_regulator, ligand, extracellular	5	FALSE	OmniPath, Matrisome, HGNC, GO_Intercell, UniProt, HPA_secretome, connectomeDB2020, ComPPI	FALSE	NA
FSTL3	19	protein	intracellular, secreted, extracellular, ligand	intracellular, secreted, extracellular, ligand	4	FALSE	UniProt, OmniPath, GO_Intercell, Matrisome, ComPPI, HPA_secretome, LOCATE	FALSE	NA
FSTL4	5	protein	intracellular, secreted	intracellular, secreted	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI, HPA_secretome	FALSE	NA
FSTL5	4	protein	secreted, intracellular, ligand	secreted, intracellular, ligand	4	FALSE	UniProt, ComPPI, OmniPath, Cellinker, HPA_secretome	FALSE	NA
FTCD	21	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	3	TRUE	ComPPI, OmniPath, Ramilowski_location, Phobius, UniProt, GO_Intercell	FALSE	NA
FTH1	11	protein	intracellular	intracellular	2	FALSE	ComPPI, GO_Intercell, OmniPath	FALSE	NA
FTL	19	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	FALSE	NA
FTMT	5	protein	intracellular	intracellular	2	FALSE	GO_Intercell, UniProt, OmniPath	FALSE	NA
FTO	16	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	FALSE	NA
FTSJ1	X	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	FALSE	NA
FTSJ3	17	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	LOCATE, ComPPI, GO_Intercell, OmniPath, UniProt	FALSE	NA
FUBP1	1	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, LOCATE, GO_Intercell	FALSE	NA
FUBP3	9	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath	FALSE	NA
FUCA1	1	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
FUCA2	6	protein	secreted, extracellular, intracellular	secreted, extracellular, intracellular	3	FALSE	UniProt, OmniPath, ComPPI, HPA_secretome, GO_Intercell	FALSE	NA
FUNDC1	X	protein	intracellular, transmembrane	intracellular, transmembrane	4	TRUE	OmniPath, Ramilowski_location, ComPPI, UniProt, GO_Intercell	FALSE	NA
FUNDC2	X	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
FUOM	10	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
FURIN	15	protein	receptor, transmembrane, extracellular, intracellular, cell_surface, transmembrane_sosui, plasma_membrane, ligand_regulator, secreted, transmembrane_tmhmm, transmembrane_predicted, transmembrane_phobius, growth_factor_binder	receptor, transmembrane, extracellular, intracellular, cell_surface, transmembrane_predicted, plasma_membrane, ligand_regulator, secreted	6	TRUE	scConnect, Ramilowski_location, OmniPath, GO_Intercell, UniProt, Surfaceome, Almen2009, ComPPI, Phobius, LOCATE	FALSE	NA
FUS	16	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, OmniPath, ComPPI, UniProt	TRUE	CollecTRI;TRRUST_CollecTRI
FUT1	19	protein	transmembrane, extracellular, intracellular	transmembrane, extracellular, intracellular	4	TRUE	OmniPath, UniProt, LOCATE, GO_Intercell	FALSE	NA
FUT10	8	protein	intracellular, transmembrane	intracellular, transmembrane	4	TRUE	ComPPI, UniProt, LOCATE, GO_Intercell, OmniPath	FALSE	NA
FUT11	10	protein	transmembrane, intracellular	transmembrane, intracellular	4	TRUE	UniProt, GO_Intercell, OmniPath, ComPPI, TopDB	FALSE	NA
FUT4	11	protein	transmembrane, transmembrane_tmhmm, intracellular, transmembrane_phobius, transmembrane_sosui, transmembrane_predicted	transmembrane, transmembrane_predicted, intracellular	6	TRUE	UniProt, LOCATE, Almen2009, OmniPath, Ramilowski_location, GO_Intercell, Phobius, ComPPI	FALSE	NA
FUT7	9	protein	transmembrane, transmembrane_predicted, transmembrane_tmhmm, transmembrane_phobius, intracellular, transmembrane_sosui	transmembrane, transmembrane_predicted, intracellular	6	TRUE	UniProt, OmniPath, Ramilowski_location, Almen2009, Phobius, LOCATE, GO_Intercell	FALSE	NA
FUT8	14	protein	transmembrane, transmembrane_sosui, transmembrane_phobius, intracellular, transmembrane_tmhmm, transmembrane_predicted	transmembrane, transmembrane_predicted, intracellular	7	TRUE	Ramilowski_location, Almen2009, GO_Intercell, UniProt, LOCATE, ComPPI, OmniPath, TopDB, Phobius	FALSE	NA
FUT9	6	protein	transmembrane, intracellular, transmembrane_phobius, transmembrane_sosui, transmembrane_tmhmm, transmembrane_predicted	transmembrane, intracellular, transmembrane_predicted	6	TRUE	LOCATE, Ramilowski_location, GO_Intercell, ComPPI, OmniPath, UniProt, Almen2009, Phobius	FALSE	NA
FUZ	19	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	FALSE	NA
FXN	9	protein	intracellular	intracellular	3	FALSE	OmniPath, LOCATE, GO_Intercell, ComPPI, UniProt	FALSE	NA
FXR1	3	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, LOCATE, ComPPI, UniProt	FALSE	NA
FXR2	17	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI	FALSE	NA
FXYD1	19	protein	ion_channel, transporter, receptor, plasma_membrane, transmembrane, apical_cell_membrane, plasma_membrane_transmembrane, intracellular	ion_channel, transporter, receptor, plasma_membrane, transmembrane, transmembrane_predicted, plasma_membrane_transmembrane, intracellular	6	TRUE	OmniPath, UniProt, scConnect, DGIdb, TopDB, Phobius, LOCATE, Membranome, Ramilowski_location, ComPPI	FALSE	NA
FXYD2	11	protein	transmembrane, receptor, intracellular, plasma_membrane_transmembrane	transmembrane, receptor, intracellular, plasma_membrane_transmembrane, transmembrane_predicted	6	TRUE	OmniPath, UniProt, scConnect, LOCATE, TopDB, Membranome, Phobius, Ramilowski_location, ComPPI	FALSE	NA
FXYD3	19	protein	transmembrane, plasma_membrane_transmembrane, intracellular, transmembrane_sosui, transmembrane_tmhmm, transmembrane_phobius, transmembrane_predicted, receptor, plasma_membrane	transmembrane, transmembrane_predicted, plasma_membrane_transmembrane, intracellular, receptor, plasma_membrane	6	TRUE	LOCATE, Phobius, OmniPath, GO_Intercell, Almen2009, Membranome, UniProt, scConnect, Ramilowski_location	FALSE	NA
FXYD4	10	protein	transmembrane_phobius, transmembrane_sosui, transmembrane, plasma_membrane_transmembrane, transmembrane_predicted, ion_channel, transmembrane_tmhmm, transporter	transmembrane_predicted, transmembrane, plasma_membrane_transmembrane, ion_channel, transporter	5	TRUE	Almen2009, UniProt, OmniPath, DGIdb, Membranome, Phobius, Ramilowski_location	FALSE	NA
FXYD6	11	protein	plasma_membrane, transmembrane, ion_channel, plasma_membrane_transmembrane, receptor, intracellular, transporter, transmembrane_tmhmm, cytokine, transmembrane_sosui, transmembrane_phobius, transmembrane_predicted	plasma_membrane, transmembrane, ion_channel, plasma_membrane_transmembrane, receptor, transmembrane_predicted, intracellular, transporter	7	TRUE	Cellinker, UniProt, DGIdb, OmniPath, Membranome, Baccin2019, LRdb, iTALK, Ramilowski2015, Phobius, LOCATE, ComPPI, Almen2009, Ramilowski_location, talklr, EMBRACE	FALSE	NA
FXYD7	19	protein	plasma_membrane_transmembrane, transmembrane, transmembrane_sosui, transporter, transmembrane_predicted, ion_channel, transmembrane_tmhmm, transmembrane_phobius	plasma_membrane_transmembrane, transmembrane_predicted, transmembrane, transporter, ion_channel	5	TRUE	Membranome, Phobius, Ramilowski_location, OmniPath, Almen2009, UniProt, DGIdb	FALSE	NA
FYB1	5	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
FYB2	1	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
FYCO1	3	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	FALSE	NA
FYN	6	protein	receptor, intracellular, ligand, plasma_membrane, cell_adhesion, adhesion	receptor, intracellular, ligand, plasma_membrane, cell_adhesion, adhesion	3	TRUE	OmniPath, GO_Intercell, ComPPI, LOCATE, LRdb, UniProt, Cellinker, scConnect, CellTalkDB	FALSE	NA
FYTTD1	3	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	FALSE	NA
FZD1	7	protein	frizzled, transmembrane, intracellular, class_f_frizzled_protein, receptor, gpcr, matrix_adhesion, cytokine, cell_surface, plasma_membrane, adhesion, class_f_frizzled_protein_frizzled, class_f_frizzled, extracellular	receptor, transmembrane, intracellular, matrix_adhesion, cell_surface, plasma_membrane, adhesion, transmembrane_predicted, extracellular	21	TRUE	HGNC, GO_Intercell, LOCATE, GPCRdb, LRdb, Almen2009, ICELLNET, iTALK, OmniPath, CellPhoneDB, CellChatDB, Baccin2019, connectomeDB2020, UniProt, SignaLink_function, CellCall, Surfaceome, Cellinker, DGIdb, EMBRACE, Ramilowski_location, talklr, CellCellInteractions, CellTalkDB, Phobius, Kirouac2010, scConnect, Ramilowski2015	FALSE	NA
FZD10	12	protein	receptor, transmembrane, gpcr, class_f_frizzled, plasma_membrane, cell_surface, intracellular, frizzled, plasma_membrane_transmembrane, class_f_frizzled_protein, frizzled_&_smoothened, matrix_adhesion, cytokine, adhesion, class_f_frizzled_protein_frizzled, extracellular, seven_transmembrane_7tm	receptor, transmembrane, plasma_membrane, cell_surface, transmembrane_predicted, intracellular, plasma_membrane_transmembrane, matrix_adhesion, adhesion, extracellular	19	TRUE	HPMR, Ramilowski_location, UniProt, CellCellInteractions, GPCRdb, Almen2009, ICELLNET, LRdb, Baccin2019, CellChatDB, connectomeDB2020, OmniPath, iTALK, Surfaceome, Phobius, ComPPI, DGIdb, HGNC, GO_Intercell, CellPhoneDB, CellCall, EMBRACE, Cellinker, talklr, Ramilowski2015, scConnect, CellTalkDB	FALSE	NA
FZD2	17	protein	cytokine, plasma_membrane_transmembrane, receptor, gpcr, frizzled, plasma_membrane, extracellular, transmembrane, intracellular, class_f_frizzled, cell_surface, seven_transmembrane_7tm, class_f_frizzled_protein_frizzled, class_f_frizzled_protein, frizzled_&_smoothened	receptor, plasma_membrane_transmembrane, plasma_membrane, extracellular, transmembrane, intracellular, cell_surface, transmembrane_predicted	19	TRUE	Baccin2019, OmniPath, Surfaceome, CellCall, Cellinker, CellChatDB, HPMR, Ramilowski_location, CellPhoneDB, Ramilowski2015, Almen2009, talklr, GO_Intercell, GPCRdb, connectomeDB2020, TopDB, CellCellInteractions, LRdb, scConnect, LOCATE, ICELLNET, HGNC, UniProt, ComPPI, DGIdb, CellTalkDB, Phobius, iTALK, EMBRACE	FALSE	NA
