mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome	human_gene_symbol_unique	human_chromosome_unique	entity_type	category	parent	consensus_score	database_cs	database_tf
Btla	16	BTLA	3	BTLA	3	protein	transmembrane, receptor, transmembrane_predicted, plasma_membrane, transmembrane_sosui, plasma_membrane_transmembrane, cell_surface_ligand, intracellular, cell_surface, adhesion, cell_adhesion, transmembrane_phobius, transmembrane_tmhmm, extracellular	transmembrane, receptor, plasma_membrane, transmembrane_predicted, plasma_membrane_transmembrane, cell_surface_ligand, intracellular, cell_surface, adhesion, cell_adhesion, extracellular	6	CellPhoneDB, connectomeDB2020, OmniPath, Almen2009, UniProt, CellCellInteractions, CSPA, Cellinker, Baccin2019, iTALK, Membranome, LOCATE, Ramilowski_location, Surfaceome, Phobius	NA
Btn1a1	13	BTN1A1	6	BTN1A1	6	protein	cell_surface, ligand, secreted, transmembrane, plasma_membrane_transmembrane, cell_surface_ligand, transmembrane_predicted, transmembrane_phobius, receptor, butyrophilin, extracellular, transmembrane_tmhmm, transmembrane_sosui	cell_surface, ligand, secreted, transmembrane, plasma_membrane_transmembrane, cell_surface_ligand, transmembrane_predicted, receptor, extracellular	6	OmniPath, UniProt, Cellinker, Membranome, Almen2009, HGNC, Ramilowski_location, GO_Intercell, TopDB, DGIdb, HPA_secretome, Surfaceome, Phobius, CellCellInteractions	NA
Btn2a2	13	BTN2A2	6	BTN2A2	6	protein	cell_adhesion, transmembrane_predicted, butyrophilin, transmembrane_tmhmm, intracellular, transmembrane, extracellular, transmembrane_phobius, receptor, adhesion, cell_surface_ligand, plasma_membrane, cell_surface	cell_adhesion, transmembrane, receptor, transmembrane_predicted, intracellular, extracellular, cell_surface_ligand, adhesion, plasma_membrane, cell_surface	5	Cellinker, OmniPath, HGNC, Almen2009, GO_Intercell, DGIdb, ComPPI, UniProt, Ramilowski_location, Phobius, Surfaceome	NA
Btnl2	17	BTNL2	6	BTNL2	6	protein	transmembrane, cell_surface_ligand, extracellular, transmembrane_tmhmm, transmembrane_predicted, butyrophilin	transmembrane, transmembrane_predicted, cell_surface_ligand, extracellular	4	UniProt, Phobius, OmniPath, DGIdb, Almen2009, HGNC	NA
Btnl9	11	BTNL9	5	BTNL9	5	protein	transmembrane, extracellular, cell_surface_ligand, cell_surface, adhesion, cell_adhesion, receptor, plasma_membrane, butyrophilin, plasma_membrane_transmembrane	transmembrane, extracellular, cell_surface_ligand, cell_surface, transmembrane_predicted, adhesion, cell_adhesion, receptor, plasma_membrane, plasma_membrane_transmembrane	4	UniProt, OmniPath, DGIdb, Surfaceome, Phobius, GO_Intercell, Ramilowski_location, HGNC, Cellinker, Membranome	NA
Btrc	19	BTRC	10	BTRC	10	protein	intracellular	intracellular	3	OmniPath, ComPPI, GO_Intercell, UniProt, LOCATE	NA
Bub1	2	BUB1	2	BUB1	2	protein	receptor, transmembrane, intracellular	receptor, transmembrane, intracellular	3	scConnect, Ramilowski_location, OmniPath, ComPPI, UniProt, GO_Intercell, LOCATE	NA
Bub3	7	BUB3	10	BUB3	10	protein	intracellular	intracellular	3	UniProt, ComPPI, LOCATE, GO_Intercell, OmniPath	NA
Bud13	9	BUD13	11	BUD13	11	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Bud23	5	BUD23	7	BUD23	7	protein	intracellular, transmembrane	intracellular, transmembrane_predicted	3	ComPPI, UniProt, GO_Intercell, Phobius, OmniPath	NA
Bud31	5	BUD31	7	BUD31	7	protein	intracellular	intracellular	3	OmniPath, LOCATE, ComPPI, GO_Intercell, UniProt	NA
Bves	10	BVES	6	BVES	6	protein	lateral_cell_membrane, plasma_membrane, tight_junction, intracellular, transmembrane, cell_surface, plasma_membrane_transmembrane	plasma_membrane, tight_junction, intracellular, transmembrane, transmembrane_predicted, cell_surface, plasma_membrane_transmembrane	4	Ramilowski_location, UniProt, OmniPath, Zhong2015, ComPPI, Phobius, CSPA, GO_Intercell, Surfaceome	NA
Bysl	17	BYSL	6	BYSL	6	protein	intracellular	intracellular	3	ComPPI, OmniPath, GO_Intercell, LOCATE, UniProt	NA
Bzw1	1	BZW1	2	BZW1	2	protein	intracellular	intracellular	2	OmniPath, ComPPI, GO_Intercell, LOCATE	NA
Bzw2	12	BZW2	7	BZW2	7	protein	intracellular	intracellular	3	UniProt, OmniPath, ComPPI, GO_Intercell, LOCATE	NA
C030006K11Rik	15	C8orf82	8	C8orf82	8	protein	intracellular	intracellular	1	ComPPI, OmniPath	NA
C130073F10Rik	4	PRAMEF1, PRAMEF10, PRAMEF11, PRAMEF12, PRAMEF13, PRAMEF14, PRAMEF17, PRAMEF18, PRAMEF19, PRAMEF2, PRAMEF20, PRAMEF25, PRAMEF26, PRAMEF27, PRAMEF33, PRAMEF4, PRAMEF5, PRAMEF6, PRAMEF7, PRAMEF8	1	PRAMEF1	1	protein	intracellular	intracellular	2	OmniPath, GO_Intercell, ComPPI	NA
C130074G19Rik	1	C1orf115	1	C1orf115	1	protein	intracellular, transmembrane	intracellular, transmembrane	4	ComPPI, UniProt, OmniPath, Ramilowski_location	NA
C1d	11	C1D	2	C1D	2	protein	intracellular	intracellular	3	LOCATE, UniProt, GO_Intercell, OmniPath, ComPPI	NA
C1galt1	6	C1GALT1	7	C1GALT1	7	protein	intracellular, transmembrane	intracellular, transmembrane	5	GO_Intercell, Ramilowski_location, UniProt, OmniPath, LOCATE, ComPPI	NA
C1galt1c1	X	C1GALT1C1	X	C1GALT1C1	X	protein	transmembrane, intracellular, transmembrane_tmhmm, transmembrane_predicted, transmembrane_phobius	transmembrane_predicted, transmembrane, intracellular	6	Phobius, UniProt, Ramilowski_location, OmniPath, LOCATE, GO_Intercell, ComPPI, Almen2009	NA
C1qa	4	C1QA	1	C1QA	1	protein	secreted, extracellular	secreted, extracellular	6	UniProt, connectomeDB2020, Cellinker, OmniPath, Baccin2019, LOCATE, HPA_secretome	NA
C1qb	4	C1QB	1	C1QB	1	protein	receptor, secreted, extracellular, plasma_membrane	receptor, secreted, extracellular, plasma_membrane	5	OmniPath, Cellinker, Baccin2019, LOCATE, connectomeDB2020, HPA_secretome, UniProt	NA
C1qbp	11	C1QBP	17	C1QBP	17	protein	intracellular, secreted, receptor, extracellular, plasma_membrane	intracellular, secreted, receptor, extracellular, plasma_membrane	3	OmniPath, GO_Intercell, CellTalkDB, UniProt, ComPPI, LOCATE	NA
C1qc	4	C1QC	1	C1QC	1	protein	secreted, extracellular	secreted, extracellular	3	OmniPath, UniProt, HPA_secretome	NA
C1ql1	11	C1QL1	17	C1QL1	17	protein	secreted, c1q, intracellular, ligand	secreted, ligand, intracellular	3	OmniPath, HGNC, GO_Intercell, HPA_secretome, UniProt, CellPhoneDB	NA
C1ql2	1	C1QL2	2	C1QL2	2	protein	c1q, ligand, secreted	ligand, secreted	3	HGNC, OmniPath, UniProt, HPA_secretome, CellPhoneDB	NA
C1ql3	2	C1QL3	10	C1QL3	10	protein	ligand, secreted, c1q	ligand, secreted	3	OmniPath, HPA_secretome, UniProt, CellPhoneDB, HGNC	NA
C1ql4	15	C1QL4	12	C1QL4	12	protein	ligand, secreted, intracellular, extracellular, c1q	ligand, secreted, intracellular, extracellular	3	HGNC, CellPhoneDB, UniProt, GO_Intercell, OmniPath, HPA_secretome	NA
C1qtnf1	11	C1QTNF1	17	C1QTNF1	17	protein	c1q, ligand, plasma_membrane, cell_adhesion, secreted, transmembrane, intracellular, adhesion	ligand, plasma_membrane, cell_adhesion, secreted, transmembrane, intracellular, adhesion	9	HGNC, Ramilowski2015, OmniPath, Cellinker, HPA_secretome, connectomeDB2020, LOCATE, EMBRACE, iTALK, CellTalkDB, GO_Intercell, LRdb, UniProt, Baccin2019, ComPPI, talklr	NA
C1qtnf12	4	C1QTNF12	1	C1QTNF12	1	protein	intracellular, secreted, ligand, hormone, c1q	intracellular, secreted, ligand	3	OmniPath, UniProt, HPA_secretome, GO_Intercell, DGIdb, HGNC	NA
C1qtnf2	11	C1QTNF2	5	C1QTNF2	5	protein	secreted, ligand, intracellular, c1q	secreted, ligand, intracellular	3	UniProt, HGNC, OmniPath, ComPPI, HPA_secretome	NA
C1qtnf3	15	C1QTNF3	5	C1QTNF3	5	protein	c1q, extracellular, secreted, intracellular, ligand	ligand, extracellular, secreted, intracellular	3	HGNC, OmniPath, LOCATE, UniProt, HPA_secretome, GO_Intercell	NA
C1qtnf4	2	C1QTNF4	11	C1QTNF4	11	protein	intracellular, ligand, secreted, c1q	intracellular, ligand, secreted	3	GO_Intercell, HPA_secretome, OmniPath, HGNC, UniProt	NA
C1qtnf5	9	C1QTNF5	11	C1QTNF5	11	protein	ligand, intracellular, secreted, adhesion, cell_adhesion, tight_junction, extracellular, c1q, plasma_membrane	ligand, intracellular, secreted, adhesion, cell_adhesion, tight_junction, extracellular, plasma_membrane	7	Baccin2019, CellTalkDB, GO_Intercell, OmniPath, LRdb, Ramilowski2015, HPA_secretome, talklr, HGNC, Cellinker, UniProt, iTALK	NA
C1qtnf6	15	C1QTNF6	22	C1QTNF6	22	protein	ligand, transmembrane, transmembrane_phobius, secreted, intracellular, transmembrane_sosui, transmembrane_tmhmm, c1q, transmembrane_predicted	ligand, transmembrane, transmembrane_predicted, secreted, intracellular	4	HGNC, OmniPath, Almen2009, Phobius, UniProt, ComPPI, HPA_secretome, LOCATE	NA
C1qtnf7	5	C1QTNF7	4	C1QTNF7	4	protein	ligand, secreted, intracellular, c1q	ligand, secreted, intracellular	3	OmniPath, HPA_secretome, UniProt, ComPPI, HGNC	NA
C1qtnf9	14	C1QTNF9, C1QTNF9B	13	C1QTNF9	13	protein	secreted, intracellular, ligand, hormone, extracellular, c1q	secreted, intracellular, ligand, extracellular	4	HPA_secretome, OmniPath, UniProt, HGNC, DGIdb, GO_Intercell, LOCATE, Matrisome	NA
C1ra	6	C1R	12	C1R	12	protein	extracellular, receptor, secreted	extracellular, receptor, secreted	3	OmniPath, UniProt, HPA_secretome, LOCATE, scConnect	NA
C1rb	6	C1R	12	C1R	12	protein	extracellular, receptor, secreted	extracellular, receptor, secreted	3	OmniPath, UniProt, HPA_secretome, LOCATE, scConnect	NA
C1rl	6	C1RL	12	C1RL	12	protein	secreted, intracellular	secreted, intracellular	3	UniProt, HPA_secretome, OmniPath, ComPPI	NA
C1s1	6	C1S	12	C1S	12	protein	extracellular, receptor, secreted, intracellular	extracellular, receptor, secreted, intracellular	1	OmniPath, scConnect, LOCATE, HPA_secretome, ComPPI	NA
C1s2	6	C1S	12	C1S	12	protein	extracellular, receptor, secreted, intracellular	extracellular, receptor, secreted, intracellular	1	OmniPath, scConnect, LOCATE, HPA_secretome, ComPPI	NA
C2cd2	16	C2CD2	21	C2CD2	21	protein	transmembrane, intracellular	transmembrane, intracellular	4	UniProt, OmniPath, ComPPI, GO_Intercell, Ramilowski_location	NA
C2cd2l	9	C2CD2L	11	C2CD2L	11	protein	transmembrane, plasma_membrane_transmembrane, intracellular, cell_surface, plasma_membrane	transmembrane_predicted, plasma_membrane_transmembrane, transmembrane, intracellular, cell_surface, plasma_membrane	4	Phobius, Membranome, UniProt, ComPPI, OmniPath, Ramilowski_location, GO_Intercell	NA
C2cd3	7	C2CD3	11	C2CD3	11	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, UniProt, OmniPath	NA
C2cd4c	10	C2CD4C	19	C2CD4C	19	protein	intracellular	intracellular	2	ComPPI, OmniPath, GO_Intercell	NA
C2cd5	6	C2CD5	12	C2CD5	12	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
C2cd6	1	C2CD6	2	C2CD6	2	protein	intracellular	intracellular	1	ComPPI, OmniPath	NA
C3ar1	6	C3AR1	12	C3AR1	12	protein	intracellular, receptor, gpcr, plasma_membrane, transmembrane, plasma_membrane_transmembrane, class_a_rhodopsin, rhodopsin, cell_surface, 7tm_a, complement_gpcr, formyl_peptide_fmlp_7tm_a, extracellular, class_a_rhodopsin_peptide_complement_peptide, class_a_rhodopsin_peptide, seven_transmembrane_7tm	intracellular, receptor, plasma_membrane, transmembrane, plasma_membrane_transmembrane, transmembrane_predicted, cell_surface, extracellular	19	OmniPath, Surfaceome, scConnect, GPCRdb, TopDB, Cellinker, GO_Intercell, Phobius, UniProt, Almen2009, HPMR, connectomeDB2020, LRdb, HGNC, CellTalkDB, talklr, Guide2Pharma, Ramilowski_location, CellChatDB, CellPhoneDB, Ramilowski2015, CellCellInteractions, Baccin2019, LOCATE, ICELLNET, iTALK, EMBRACE, DGIdb	NA
C4b	17	C4A, C4B	6	C4A	6	protein	secreted, intracellular, extracellular, ligand	secreted, intracellular, extracellular, ligand	7	UniProt, GO_Intercell, connectomeDB2020, HPA_secretome, OmniPath, ComPPI, Cellinker, Baccin2019, LRdb, CellTalkDB, iTALK, talklr, Ramilowski2015	NA
C4bp	1	C4BPA	1	C4BPA	1	protein	intracellular, secreted, extracellular	intracellular, secreted, extracellular	5	OmniPath, connectomeDB2020, Cellinker, HPA_secretome, UniProt, ComPPI	NA
C5ar1	7	C5AR1	19	C5AR1	19	protein	class_a_rhodopsin_peptide, plasma_membrane_transmembrane, transmembrane, plasma_membrane, receptor, rhodopsin, gpcr, class_a_rhodopsin, class_a_rhodopsin_peptide_complement_peptide, extracellular, cell_surface, intracellular, complement_gpcr, chemokine_interleukin_8_7tm_a, 7tm_a, seven_transmembrane_7tm	receptor, plasma_membrane_transmembrane, transmembrane, transmembrane_predicted, plasma_membrane, extracellular, cell_surface, intracellular	18	GPCRdb, HPMR, CellPhoneDB, Phobius, Cellinker, Guide2Pharma, Almen2009, OPM, UniProt, OmniPath, CellTalkDB, CellCellInteractions, HGNC, iTALK, scConnect, Surfaceome, connectomeDB2020, Ramilowski_location, GO_Intercell, Baccin2019, Ramilowski2015, CellChatDB, talklr, EMBRACE, DGIdb, ComPPI, LRdb	NA
C5ar2	7	C5AR2	19	C5AR2	19	protein	intracellular, receptor, gpcr, 7tm_a, plasma_membrane_transmembrane, transmembrane, class_a_rhodopsin_peptide_complement_peptide, extracellular, chemokine_interleukin_8_7tm_a, rhodopsin, class_a_rhodopsin, class_a_rhodopsin_peptide, complement_gpcr, cell_surface, seven_transmembrane_7tm, plasma_membrane	intracellular, receptor, plasma_membrane_transmembrane, transmembrane, extracellular, transmembrane_predicted, cell_surface, plasma_membrane	16	OmniPath, Baccin2019, Almen2009, CellTalkDB, Guide2Pharma, HPMR, Surfaceome, UniProt, GPCRdb, CellPhoneDB, CellCellInteractions, iTALK, talklr, Ramilowski_location, DGIdb, Phobius, HGNC, connectomeDB2020, ComPPI, scConnect, LRdb, EMBRACE, Ramilowski2015, GO_Intercell	NA
C8a	4	C8A	1	C8A	1	protein	secreted, plasma_membrane, transmembrane, extracellular	secreted, plasma_membrane, transmembrane, extracellular	5	UniProt, OmniPath, HPA_secretome	NA
C8b	4	C8B	1	C8B	1	protein	secreted, transmembrane, extracellular	secreted, transmembrane, extracellular	5	HPA_secretome, TopDB, UniProt, OmniPath, LOCATE	NA
C8g	2	C8G	9	C8G	9	protein	extracellular, secreted	extracellular, secreted	5	OmniPath, UniProt, HPA_secretome	NA
C9orf72	4	C9orf72	9	C9orf72	9	protein	secreted, intracellular	secreted, intracellular	3	UniProt, OmniPath, HPA_secretome, GO_Intercell, ComPPI	NA
Caap1	4	CAAP1	9	CAAP1	9	protein	intracellular	intracellular	1	ComPPI, OmniPath	NA
Cab39	1	CAB39	2	CAB39	2	protein	intracellular	intracellular	3	LOCATE, UniProt, OmniPath, GO_Intercell, ComPPI	NA
Cab39l	14	CAB39L	13	CAB39L	13	protein	intracellular	intracellular	2	ComPPI, OmniPath, GO_Intercell	NA
Cabcoco1	10	CABCOCO1	10	CABCOCO1	10	protein	intracellular	intracellular	3	UniProt, OmniPath, GO_Intercell, ComPPI	NA
Cabin1	10	CABIN1	22	CABIN1	22	protein	intracellular	intracellular	3	OmniPath, LOCATE, GO_Intercell, ComPPI, UniProt	NA
Cables1	18	CABLES1	18	CABLES1	18	protein	intracellular	intracellular	3	LOCATE, OmniPath, UniProt, GO_Intercell, ComPPI	NA
Cables2	2	CABLES2	20	CABLES2	20	protein	transmembrane, intracellular	transmembrane, transmembrane_predicted, intracellular	1	Ramilowski_location, Phobius, ComPPI, OmniPath	NA
Cabp1	5	CABP1	12	CABP1	12	protein	intracellular, ion_channel, plasma_membrane, transporter	intracellular, ion_channel, plasma_membrane, transporter	3	GO_Intercell, ComPPI, DGIdb, OmniPath, LOCATE, UniProt	NA
Cabp2	19	CABP2	11	CABP2	11	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Cabp4	19	CABP4	11	CABP4	11	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, UniProt, OmniPath	NA
Cabp5	7	CABP5	19	CABP5	19	protein	intracellular	intracellular	3	ComPPI, UniProt, GO_Intercell, OmniPath	NA
Cabp7	11	CABP7	22	CABP7	22	protein	transmembrane, transmembrane_tmhmm, intracellular, transmembrane_sosui, plasma_membrane, transmembrane_phobius, transmembrane_predicted	transmembrane_predicted, transmembrane, intracellular, plasma_membrane	6	Phobius, UniProt, Almen2009, OmniPath, TopDB, Ramilowski_location, GO_Intercell	NA
Cabs1	5	CABS1	4	CABS1	4	protein	intracellular	intracellular	3	OmniPath, UniProt, ComPPI, GO_Intercell	NA
Cabyr	18	CABYR	18	CABYR	18	protein	intracellular	intracellular	3	UniProt, GO_Intercell, ComPPI, OmniPath	NA
Cacfd1	2	CACFD1	9	CACFD1	9	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	4	ComPPI, UniProt, OmniPath, Phobius, Ramilowski_location	NA
Cachd1	4	CACHD1	1	CACHD1	1	protein	transmembrane, transmembrane_tmhmm, intracellular, voltage_gated_calcium, cell_surface, transmembrane_phobius, transmembrane_sosui, transmembrane_predicted, plasma_membrane_transmembrane, transporter, auxillarytransportunit, auxiliary_transport_unit, cacna2d, ion_channel	transmembrane, transmembrane_predicted, intracellular, ion_channel, cell_surface, plasma_membrane_transmembrane, transporter	5	OmniPath, UniProt, Almen2009, Ramilowski_location, Surfaceome, CSPA, Phobius, ComPPI	NA
Cacna1a	8	CACNA1A	19	CACNA1A	19	protein	intracellular, ion_channel, transmembrane, plasma_membrane, calcium_voltage_gated, transporter	intracellular, ion_channel, transmembrane, plasma_membrane, transmembrane_predicted, transporter	5	GO_Intercell, HGNC, TopDB, DGIdb, UniProt, OmniPath, ComPPI, Phobius, Ramilowski_location	NA
Cacna1b	2	CACNA1B	9	CACNA1B	9	protein	ion_channel, intracellular, transmembrane, receptor, calcium_voltage_gated, transporter	ion_channel, intracellular, transmembrane_predicted, transmembrane, receptor, transporter	5	OmniPath, LOCATE, Phobius, UniProt, DGIdb, Ramilowski_location, scConnect, HGNC	NA
Cacna1c	6	CACNA1C	12	CACNA1C	12	protein	voltage_gated, intracellular, cell_surface, calciumchannels, channels, transmembrane, peripheral, ion_channel, cell_surface_ligand, plasma_membrane, calcium, calcium_voltage_gated, transporter	ion_channel, intracellular, cell_surface, transporter, transmembrane, peripheral, cell_surface_ligand, plasma_membrane, transmembrane_predicted	6	Almen2009, Surfaceome, OmniPath, TopDB, GO_Intercell, UniProt, HGNC, Baccin2019, ComPPI, DGIdb, Ramilowski_location, Phobius, LOCATE	NA
Cacna1d	14	CACNA1D	3	CACNA1D	3	protein	transporter, transmembrane, intracellular, ion_channel, calcium_voltage_gated, calcium, receptor, voltage_gated	transporter, transmembrane, transmembrane_predicted, intracellular, ion_channel, receptor	4	OmniPath, UniProt, Phobius, ComPPI, DGIdb, HGNC, Ramilowski_location, GO_Intercell, Almen2009, scConnect	NA
Cacna1e	1	CACNA1E	1	CACNA1E	1	protein	transporter, ion_channel, transmembrane, intracellular, voltage_gated, receptor, calcium_voltage_gated, calcium	transporter, ion_channel, transmembrane, intracellular, receptor, transmembrane_predicted	6	OmniPath, Almen2009, UniProt, ComPPI, TopDB, HGNC, Phobius, Ramilowski_location, LOCATE, DGIdb, scConnect	NA
Cacna1f	X	CACNA1F	X	CACNA1F	X	protein	ion_channel, calcium_voltage_gated, receptor, transmembrane, voltage_gated, calcium, transporter	ion_channel, receptor, transmembrane_predicted, transmembrane, transporter	5	OmniPath, HGNC, scConnect, Phobius, UniProt, Almen2009, DGIdb, LOCATE, Ramilowski_location	NA
Cacna1g	11	CACNA1G	17	CACNA1G	17	protein	transmembrane, cell_surface, intracellular, voltage_gated, plasma_membrane, transporter, receptor, calcium_voltage_gated, calcium, channels, ion_channel, calciumchannels	transmembrane, cell_surface, intracellular, ion_channel, transmembrane_predicted, plasma_membrane, transporter, receptor	4	Ramilowski_location, OmniPath, ComPPI, Almen2009, Phobius, Surfaceome, UniProt, scConnect, HGNC, GO_Intercell, DGIdb	NA
Cacna1h	17	CACNA1H	16	CACNA1H	16	protein	ion_channel, intracellular, calcium_voltage_gated, transmembrane, plasma_membrane, voltage_gated, calcium, transporter, receptor	ion_channel, intracellular, transmembrane, transmembrane_predicted, plasma_membrane, transporter, receptor	5	Almen2009, OmniPath, ComPPI, HGNC, LOCATE, Phobius, Ramilowski_location, UniProt, DGIdb, scConnect	NA
Cacna1i	15	CACNA1I	22	CACNA1I	22	protein	receptor, calciumchannels, transmembrane, cell_surface, transporter, channels, ion_channel, voltage_gated, calcium_voltage_gated	receptor, transporter, transmembrane_predicted, transmembrane, cell_surface, ion_channel	5	OmniPath, Surfaceome, Phobius, UniProt, HGNC, LOCATE, scConnect, Ramilowski_location, DGIdb	NA
Cacna1s	1	CACNA1S	1	CACNA1S	1	protein	ion_channel, transporter, plasma_membrane, transmembrane, calcium, receptor, intracellular, peripheral, voltage_gated, calcium_voltage_gated	ion_channel, transporter, plasma_membrane, transmembrane, transmembrane_predicted, receptor, intracellular, peripheral	5	HGNC, OmniPath, UniProt, DGIdb, TopDB, Phobius, Ramilowski_location, Almen2009, scConnect, GO_Intercell, ComPPI	NA
Cacna2d1	5	CACNA2D1	7	CACNA2D1	7	protein	transmembrane, ion_channel, calcium_voltage_gated, intracellular, transporter, plasma_membrane_transmembrane	transmembrane, transmembrane_predicted, ion_channel, intracellular, transporter, plasma_membrane_transmembrane	5	OmniPath, Phobius, UniProt, HGNC, Ramilowski_location, ComPPI, Membranome, CSPA, LOCATE, DGIdb, GO_Intercell	NA
